# B2  M_xy  beta  p  rho  v2
  2.006476e-02   4.730156e-07   2.486481e+03   9.925430e-01   9.943643e-01   1.333443e-01
  1.730216e-02  -5.471795e-06   2.892855e+03   9.957656e-01   9.942725e-01   1.317994e-01
  2.172289e-02   4.456218e-06   2.305012e+03   9.961415e-01   9.978496e-01   1.422328e-01
  1.987919e-02   5.583001e-06   2.510576e+03   9.928927e-01   9.951062e-01   1.337278e-01
  1.993857e-02   5.840800e-06   2.499118e+03   9.913134e-01   9.948547e-01   1.335044e-01
  2.014110e-02   8.656728e-06   2.472515e+03   9.907230e-01   9.947074e-01   1.330888e-01
  1.998817e-02   7.684030e-06   2.492620e+03   9.911953e-01   9.949422e-01   1.329659e-01
  2.023295e-02   6.308705e-06   2.468250e+03   9.935243e-01   9.962279e-01   1.336651e-01
  1.996075e-02   3.015712e-06   2.501803e+03   9.934820e-01   9.952449e-01   1.336810e-01
  1.961529e-02   1.653172e-05   2.556226e+03   9.975255e-01   9.966860e-01   1.350907e-01
  2.080539e-02   8.539188e-06   2.408486e+03   9.968966e-01   9.965419e-01   1.302851e-01
  2.063599e-02   4.425402e-06   2.414912e+03   9.914179e-01   9.944291e-01   1.349169e-01
  2.074514e-02   1.154704e-06   2.402207e+03   9.914184e-01   9.952520e-01   1.349533e-01
  2.043225e-02  -2.018830e-06   2.435500e+03   9.899981e-01   9.946298e-01   1.342287e-01
  2.050015e-02  -6.888872e-06   2.428966e+03   9.906236e-01   9.950047e-01   1.338532e-01
  2.015911e-02  -5.436078e-06   2.471412e+03   9.911667e-01   9.942672e-01   1.325593e-01
  1.995371e-02  -7.746083e-06   2.500832e+03   9.927465e-01   9.944975e-01   1.326865e-01
  1.750287e-02  -1.150683e-06   2.861706e+03   9.964708e-01   9.950403e-01   1.326307e-01
  2.026015e-02  -1.899712e-05   2.472103e+03   9.964132e-01   9.966077e-01   1.377814e-01
  2.003027e-02  -2.139082e-05   2.493717e+03   9.937203e-01   9.954568e-01   1.339041e-01
  2.010049e-02  -2.164722e-05   2.481312e+03   9.922432e-01   9.952998e-01   1.340156e-01
  2.004729e-02  -1.850701e-05   2.486539e+03   9.917016e-01   9.954671e-01   1.336477e-01
  2.011400e-02  -1.512838e-05   2.478763e+03   9.918903e-01   9.953464e-01   1.333451e-01
  2.001971e-02  -6.617020e-06   2.493204e+03   9.929917e-01   9.955672e-01   1.337861e-01
  1.985490e-02   6.071757e-07   2.513253e+03   9.927371e-01   9.946964e-01   1.335241e-01
  1.940741e-02   3.434248e-06   2.578931e+03   9.957203e-01   9.958317e-01   1.373222e-01
  1.959966e-02  -2.223641e-05   2.551506e+03   9.948905e-01   9.943323e-01   1.300382e-01
  2.079842e-02  -6.848137e-06   2.396951e+03   9.917900e-01   9.946732e-01   1.358832e-01
  2.093276e-02  -2.306533e-06   2.379364e+03   9.908721e-01   9.948625e-01   1.360821e-01
  2.053803e-02   6.020126e-06   2.424018e+03   9.904323e-01   9.948159e-01   1.349897e-01
  2.044958e-02   1.018679e-05   2.437204e+03   9.915313e-01   9.954666e-01   1.343923e-01
  2.010991e-02   9.126898e-06   2.478946e+03   9.917620e-01   9.947458e-01   1.326768e-01
  2.006018e-02   8.014857e-06   2.488805e+03   9.932441e-01   9.948972e-01   1.325236e-01
  1.803712e-02   4.879781e-06   2.778059e+03   9.968703e-01   9.956618e-01   1.337750e-01
  1.879823e-02   2.514866e-05   2.666912e+03   9.973692e-01   9.959957e-01   1.345377e-01
  1.989373e-02   2.336388e-05   2.512992e+03   9.945749e-01   9.958317e-01   1.340102e-01
  1.996886e-02   2.379417e-05   2.500046e+03   9.931882e-01   9.958212e-01   1.341481e-01
  2.002378e-02   2.201433e-05   2.490713e+03   9.922018e-01   9.958454e-01   1.339244e-01
  2.009308e-02   1.959189e-05   2.482004e+03   9.921540e-01   9.955961e-01   1.335942e-01
  2.009924e-02   1.451055e-05   2.484479e+03   9.934481e-01   9.961583e-01   1.337618e-01
  1.990973e-02   5.264916e-06   2.506978e+03   9.929927e-01   9.948828e-01   1.335921e-01
  2.002676e-02   5.026041e-06   2.498881e+03   9.956035e-01   9.964887e-01   1.397688e-01
  1.940357e-02   1.684260e-05   2.576574e+03   9.946134e-01   9.940841e-01   1.289699e-01
  2.061323e-02   4.446200e-06   2.416546e+03   9.909942e-01   9.941198e-01   1.356892e-01
  2.071377e-02   2.628152e-06   2.400858e+03   9.893634e-01   9.940268e-01   1.358010e-01
  2.042397e-02  -5.848132e-06   2.434926e+03   9.893640e-01   9.943074e-01   1.347614e-01
  2.035508e-02  -7.460331e-06   2.449357e+03   9.918706e-01   9.954699e-01   1.347047e-01
  2.022013e-02  -3.730999e-06   2.467657e+03   9.926561e-01   9.954085e-01   1.331406e-01
  2.016369e-02  -2.333710e-06   2.479923e+03   9.948058e-01   9.959201e-01   1.328295e-01
  1.866052e-02   1.087100e-05   2.689903e+03   9.985977e-01   9.971037e-01   1.339969e-01
  1.781195e-02  -2.999334e-06   2.813774e+03   9.970818e-01   9.950236e-01   1.319014e-01
  1.996165e-02  -1.310934e-05   2.504176e+03   9.944693e-01   9.955164e-01   1.327138e-01
  1.995954e-02  -1.453301e-05   2.499801e+03   9.926269e-01   9.951831e-01   1.329189e-01
  2.015329e-02  -1.681950e-05   2.473347e+03   9.916564e-01   9.952220e-01   1.331290e-01
  2.015761e-02  -1.561405e-05   2.473360e+03   9.918741e-01   9.954656e-01   1.333552e-01
  2.002402e-02  -1.283501e-05   2.493149e+03   9.931839e-01   9.958692e-01   1.341182e-01
  1.996181e-02  -2.833832e-06   2.500790e+03   9.931327e-01   9.949791e-01   1.340268e-01
  2.026042e-02  -5.363447e-07   2.471716e+03   9.962701e-01   9.974066e-01   1.427678e-01
  1.849943e-02  -6.428386e-06   2.696609e+03   9.924451e-01   9.924350e-01   1.305330e-01
  2.043441e-02   8.592097e-07   2.435782e+03   9.902176e-01   9.935050e-01   1.352134e-01
  2.055510e-02  -9.942144e-07   2.417468e+03   9.885771e-01   9.934417e-01   1.351776e-01
  2.036919e-02   1.672327e-06   2.440350e+03   9.889081e-01   9.938877e-01   1.341497e-01
  2.026009e-02  -2.009474e-06   2.460725e+03   9.918236e-01   9.954502e-01   1.343966e-01
  2.030908e-02  -7.247665e-06   2.458226e+03   9.932126e-01   9.959661e-01   1.337638e-01
  2.022273e-02  -9.311349e-06   2.474955e+03   9.957200e-01   9.966264e-01   1.339539e-01
  1.901348e-02  -2.220024e-06   2.642283e+03   9.994729e-01   9.977642e-01   1.343591e-01
  1.702932e-02  -8.381043e-06   2.938233e+03   9.954366e-01   9.940543e-01   1.312306e-01
  1.979350e-02  -3.101794e-06   2.522206e+03   9.931923e-01   9.946505e-01   1.315650e-01
  2.000671e-02   2.089013e-06   2.490270e+03   9.911795e-01   9.941809e-01   1.316789e-01
  2.015761e-02   1.161079e-05   2.470641e+03   9.907840e-01   9.946353e-01   1.325525e-01
  2.019138e-02   1.204083e-05   2.466678e+03   9.908516e-01   9.947636e-01   1.330062e-01
  2.015400e-02   1.263389e-05   2.475039e+03   9.923694e-01   9.953385e-01   1.337183e-01
  2.011153e-02   2.829523e-06   2.480815e+03   9.925891e-01   9.947802e-01   1.337365e-01
  2.085916e-02  -5.866732e-06   2.405841e+03   9.983755e-01   9.989540e-01   1.440032e-01
  1.866134e-02   2.555503e-06   2.673988e+03   9.927328e-01   9.928782e-01   1.328891e-01
  2.024561e-02  -6.251914e-07   2.461529e+03   9.914391e-01   9.940124e-01   1.348068e-01
  2.019769e-02   4.944180e-06   2.464804e+03   9.904083e-01   9.941167e-01   1.348394e-01
  2.017939e-02   6.207995e-06   2.467372e+03   9.905420e-01   9.946557e-01   1.340860e-01
  2.022388e-02   1.101187e-05   2.465460e+03   9.919564e-01   9.956747e-01   1.339396e-01
  2.026016e-02   2.181941e-05   2.464212e+03   9.932331e-01   9.959194e-01   1.340307e-01
  2.030265e-02   2.029206e-05   2.465409e+03   9.957993e-01   9.967997e-01   1.341298e-01
  1.954520e-02   3.003726e-05   2.569385e+03   9.990783e-01   9.978267e-01   1.343031e-01
  1.730776e-02   2.315622e-05   2.891860e+03   9.957453e-01   9.946338e-01   1.327236e-01
  1.974120e-02   9.148822e-06   2.527584e+03   9.926803e-01   9.943211e-01   1.313149e-01
  1.994038e-02   1.416793e-06   2.498451e+03   9.911384e-01   9.942179e-01   1.314212e-01
  2.024042e-02  -8.617917e-06   2.460589e+03   9.908061e-01   9.946551e-01   1.327500e-01
  2.025456e-02  -9.028087e-06   2.457232e+03   9.901456e-01   9.943734e-01   1.331228e-01
  2.022540e-02  -1.047494e-05   2.462755e+03   9.909426e-01   9.947038e-01   1.334748e-01
  2.013647e-02  -4.467314e-06   2.474127e+03   9.911410e-01   9.939113e-01   1.331969e-01
  2.018426e-02   8.172034e-06   2.483647e+03   9.973158e-01   9.980527e-01   1.422030e-01
  1.909790e-02  -8.619340e-06   2.614986e+03   9.935395e-01   9.945611e-01   1.370539e-01
  2.004996e-02  -4.538950e-06   2.489271e+03   9.929234e-01   9.948485e-01   1.341210e-01
  2.009111e-02  -8.115466e-06   2.482684e+03   9.923283e-01   9.952881e-01   1.341967e-01
  2.018283e-02  -9.413380e-06   2.471090e+03   9.922037e-01   9.955545e-01   1.339097e-01
  2.016006e-02  -1.463647e-05   2.475209e+03   9.927362e-01   9.959724e-01   1.337661e-01
  2.027807e-02  -2.020504e-05   2.462295e+03   9.933374e-01   9.962244e-01   1.340553e-01
  2.024060e-02  -1.812780e-05   2.471964e+03   9.953954e-01   9.965747e-01   1.341054e-01
  1.950693e-02  -1.819055e-06   2.571490e+03   9.979392e-01   9.966263e-01   1.328697e-01
  1.714340e-02  -1.749734e-05   2.919331e+03   9.956585e-01   9.946124e-01   1.331670e-01
  1.982686e-02  -1.785907e-05   2.515455e+03   9.922034e-01   9.941250e-01   1.322550e-01
  2.000877e-02  -1.061468e-05   2.490599e+03   9.914125e-01   9.945871e-01   1.327319e-01
  2.023812e-02  -2.897578e-06   2.462292e+03   9.913793e-01   9.950591e-01   1.334611e-01
  2.024651e-02  -9.234571e-07   2.459501e+03   9.906662e-01   9.947549e-01   1.335044e-01
  2.009043e-02   1.683679e-06   2.479992e+03   9.912191e-01   9.946948e-01   1.329988e-01
  2.007545e-02   2.328646e-06   2.482536e+03   9.914961e-01   9.939964e-01   1.327779e-01
  1.933055e-02   3.679132e-07   2.590799e+03   9.963411e-01   9.968229e-01   1.392793e-01
  2.057396e-02  -1.855375e-05   2.434953e+03   9.966405e-01   9.974648e-01   1.414773e-01
  1.994813e-02   1.204046e-06   2.503129e+03   9.933801e-01   9.951221e-01   1.328401e-01
  2.001833e-02   1.879792e-06   2.492650e+03   9.927028e-01   9.954617e-01   1.328216e-01
  2.013338e-02   9.012338e-06   2.476547e+03   9.919583e-01   9.954823e-01   1.330889e-01
  2.016185e-02   1.168909e-05   2.475956e+03   9.931240e-01   9.962126e-01   1.334141e-01
  2.035674e-02   1.735532e-05   2.454548e+03   9.940539e-01   9.965634e-01   1.338512e-01
  2.023391e-02   1.424580e-05   2.474490e+03   9.960834e-01   9.969143e-01   1.341657e-01
  1.962243e-02   1.248744e-05   2.556236e+03   9.978931e-01   9.965977e-01   1.321782e-01
  1.760583e-02   2.951381e-05   2.845564e+03   9.966784e-01   9.955048e-01   1.338956e-01
  2.004688e-02   1.925946e-05   2.491159e+03   9.935241e-01   9.950489e-01   1.330476e-01
  2.019556e-02   1.602941e-05   2.470281e+03   9.925045e-01   9.952130e-01   1.335413e-01
  2.023432e-02   1.118262e-05   2.464353e+03   9.920228e-01   9.953998e-01   1.339810e-01
  2.030899e-02   9.243174e-06   2.451681e+03   9.905638e-01   9.945116e-01   1.336539e-01
  1.996499e-02   8.243507e-06   2.495806e+03   9.913113e-01   9.944111e-01   1.330578e-01
  1.985135e-02   3.478672e-06   2.510727e+03   9.915617e-01   9.938269e-01   1.328380e-01
  1.821248e-02   1.201548e-05   2.745121e+03   9.946280e-01   9.946844e-01   1.364654e-01
  2.105036e-02  -2.438971e-06   2.381089e+03   9.971608e-01   9.987502e-01   1.461608e-01
  2.003328e-02  -4.595426e-06   2.492389e+03   9.933402e-01   9.951157e-01   1.321862e-01
  1.994582e-02  -4.756377e-06   2.500436e+03   9.921966e-01   9.952993e-01   1.320885e-01
  2.012393e-02  -1.193213e-05   2.475482e+03   9.910666e-01   9.948940e-01   1.323841e-01
  2.008182e-02  -9.428825e-06   2.483832e+03   9.923285e-01   9.957719e-01   1.327742e-01
  2.013863e-02  -9.620120e-06   2.479400e+03   9.933602e-01   9.962265e-01   1.335958e-01
  2.011721e-02  -2.650324e-06   2.487140e+03   9.954009e-01   9.964206e-01   1.341606e-01
  1.973788e-02   2.619300e-06   2.537667e+03   9.964723e-01   9.958336e-01   1.342819e-01
  1.826082e-02  -2.387916e-05   2.742483e+03   9.963096e-01   9.951985e-01   1.336372e-01
  2.021548e-02  -1.638117e-05   2.468165e+03   9.926321e-01   9.946829e-01   1.342075e-01
  2.034437e-02  -1.802539e-05   2.449602e+03   9.914480e-01   9.948093e-01   1.343232e-01
  2.028887e-02  -1.799399e-05   2.453916e+03   9.904845e-01   9.947231e-01   1.339371e-01
  2.033416e-02  -1.693366e-05   2.446472e+03   9.896841e-01   9.941962e-01   1.334783e-01
  1.993086e-02  -1.590307e-05   2.498547e+03   9.907035e-01   9.941303e-01   1.326604e-01
  1.993298e-02  -1.254151e-05   2.501624e+03   9.920290e-01   9.940885e-01   1.328642e-01
  1.742149e-02   3.976601e-06   2.868715e+03   9.942666e-01   9.936797e-01   1.348163e-01
  2.151953e-02  -3.565394e-05   2.332595e+03   9.986246e-01   1.000295e+00   1.469773e-01
  1.982977e-02  -7.139767e-06   2.517169e+03   9.930250e-01   9.949008e-01   1.313501e-01
  1.989890e-02  -6.704669e-06   2.506922e+03   9.924305e-01   9.952266e-01   1.311854e-01
  1.998912e-02   1.001662e-05   2.490574e+03   9.904289e-01   9.945518e-01   1.320516e-01
  1.994832e-02   5.100617e-06   2.498391e+03   9.915097e-01   9.950154e-01   1.319265e-01
  2.001965e-02  -3.877381e-06   2.492356e+03   9.926515e-01   9.954976e-01   1.328808e-01
  2.003038e-02  -1.268042e-05   2.494800e+03   9.941575e-01   9.956695e-01   1.336560e-01
  2.060148e-02  -1.965209e-05   2.429260e+03   9.956406e-01   9.964718e-01   1.390145e-01
  1.891972e-02   1.431627e-05   2.644767e+03   9.954796e-01   9.947988e-01   1.317084e-01
  2.036158e-02   9.647906e-06   2.449198e+03   9.921231e-01   9.945850e-01   1.341790e-01
  2.052820e-02   1.183604e-05   2.426372e+03   9.909195e-01   9.946438e-01   1.340918e-01
  2.033220e-02   9.450205e-06   2.447405e+03   9.899662e-01   9.942499e-01   1.330921e-01
  2.025123e-02   8.433234e-06   2.458361e+03   9.904379e-01   9.945269e-01   1.329655e-01
  1.980900e-02   6.073841e-06   2.514193e+03   9.908119e-01   9.939630e-01   1.322210e-01
  1.997490e-02   6.836965e-06   2.497563e+03   9.925015e-01   9.943383e-01   1.329905e-01
  1.748378e-02  -1.892813e-06   2.859560e+03   9.946375e-01   9.939208e-01   1.340527e-01
  2.054606e-02  -9.452063e-06   2.439176e+03   9.970154e-01   9.982689e-01   1.439323e-01
  1.958865e-02  -5.787963e-06   2.546940e+03   9.925522e-01   9.942922e-01   1.307108e-01
  1.953177e-02  -7.959831e-06   2.554927e+03   9.927736e-01   9.950462e-01   1.309032e-01
  1.995824e-02  -1.667564e-05   2.496401e+03   9.912124e-01   9.946980e-01   1.326899e-01
  1.999355e-02  -1.237989e-05   2.494276e+03   9.921212e-01   9.954846e-01   1.324992e-01
  1.995277e-02  -9.643393e-06   2.502566e+03   9.933881e-01   9.961118e-01   1.332006e-01
  1.993590e-02   1.660960e-06   2.506021e+03   9.939182e-01   9.955090e-01   1.332662e-01
  2.133658e-02  -1.303785e-05   2.345528e+03   9.956247e-01   9.974645e-01   1.430478e-01
  1.968422e-02  -1.605404e-05   2.541864e+03   9.954071e-01   9.949412e-01   1.318699e-01
  2.045545e-02   1.003011e-05   2.437653e+03   9.919983e-01   9.946213e-01   1.352017e-01
  2.063670e-02   8.966669e-06   2.414603e+03   9.913252e-01   9.951579e-01   1.352258e-01
  2.022036e-02   9.412154e-06   2.462118e+03   9.904393e-01   9.947353e-01   1.340954e-01
  2.021514e-02   6.766304e-06   2.464909e+03   9.913060e-01   9.951839e-01   1.339572e-01
  2.011160e-02   9.818568e-07   2.478125e+03   9.915166e-01   9.946003e-01   1.329041e-01
  2.011150e-02  -4.222739e-06   2.480126e+03   9.923121e-01   9.943901e-01   1.331054e-01
  1.858788e-02  -1.464760e-05   2.691704e+03   9.953763e-01   9.947367e-01   1.334798e-01
  1.868406e-02   2.020156e-05   2.677674e+03   9.953116e-01   9.957948e-01   1.412532e-01
  1.950248e-02   8.440665e-06   2.557600e+03   9.923223e-01   9.938558e-01   1.308477e-01
  1.951931e-02   1.109632e-05   2.555189e+03   9.922421e-01   9.946496e-01   1.309415e-01
  2.002130e-02   1.304287e-05   2.488122e+03   9.910464e-01   9.946279e-01   1.328507e-01
  1.994320e-02   1.326613e-05   2.500055e+03   9.919150e-01   9.951771e-01   1.330726e-01
  2.005699e-02   6.812944e-06   2.488969e+03   9.931511e-01   9.960605e-01   1.336663e-01
  1.994188e-02   2.833731e-06   2.504878e+03   9.937631e-01   9.954914e-01   1.335621e-01
  2.167028e-02   1.153879e-06   2.307519e+03   9.948097e-01   9.976623e-01   1.464455e-01
  2.048111e-02  -2.226532e-05   2.440530e+03   9.944154e-01   9.950159e-01   1.356902e-01
  2.039872e-02  -1.908567e-05   2.443744e+03   9.917197e-01   9.945799e-01   1.360096e-01
  2.042610e-02  -2.180356e-05   2.438297e+03   9.908373e-01   9.949651e-01   1.364378e-01
  2.037126e-02  -2.448419e-05   2.443940e+03   9.904636e-01   9.949108e-01   1.354407e-01
  2.036656e-02  -1.983688e-05   2.445363e+03   9.908119e-01   9.950571e-01   1.348636e-01
  2.024432e-02  -1.693056e-05   2.462871e+03   9.919163e-01   9.951749e-01   1.343098e-01
  2.026403e-02  -1.091274e-05   2.460757e+03   9.920298e-01   9.944911e-01   1.339706e-01
  1.901376e-02  -1.265808e-05   2.631336e+03   9.953470e-01   9.951297e-01   1.330012e-01
  1.776082e-02  -2.133018e-05   2.813961e+03   9.942858e-01   9.942875e-01   1.390361e-01
  1.949089e-02  -6.411756e-06   2.558574e+03   9.921099e-01   9.936272e-01   1.315011e-01
  1.960078e-02  -7.674004e-06   2.542432e+03   9.914090e-01   9.939067e-01   1.310926e-01
  2.004547e-02  -6.472859e-06   2.482267e+03   9.899080e-01   9.940429e-01   1.328797e-01
  2.005359e-02  -8.094491e-06   2.480939e+03   9.897793e-01   9.940814e-01   1.326977e-01
  2.007629e-02  -1.014752e-05   2.480476e+03   9.907145e-01   9.944022e-01   1.331110e-01
  1.987479e-02  -1.222935e-05   2.509126e+03   9.920997e-01   9.944573e-01   1.332151e-01
  2.142020e-02  -3.409411e-05   2.334289e+03   9.947370e-01   9.976113e-01   1.455429e-01
  2.112215e-02   1.637743e-05   2.367727e+03   9.949469e-01   9.964588e-01   1.402798e-01
  2.024127e-02   2.909691e-05   2.463226e+03   9.919099e-01   9.947309e-01   1.362011e-01
  2.036167e-02   3.318934e-05   2.446181e+03   9.909049e-01   9.950979e-01   1.364949e-01
  2.035338e-02   3.464784e-05   2.444657e+03   9.898845e-01   9.946370e-01   1.354318e-01
  2.026280e-02   2.819193e-05   2.455734e+03   9.899448e-01   9.945781e-01   1.347930e-01
  2.042007e-02   1.899006e-05   2.443589e+03   9.926943e-01   9.958638e-01   1.346150e-01
  2.046734e-02   1.171718e-05   2.439637e+03   9.933831e-01   9.955381e-01   1.345594e-01
  2.049595e-02  -1.113347e-05   2.445781e+03   9.972767e-01   9.966753e-01   1.327046e-01
  1.757901e-02   4.189730e-05   2.846621e+03   9.955301e-01   9.948766e-01   1.362932e-01
  1.960024e-02   3.673728e-06   2.545169e+03   9.924487e-01   9.940379e-01   1.318654e-01
  1.971403e-02   2.854573e-06   2.528020e+03   9.914851e-01   9.941676e-01   1.314277e-01
  2.015377e-02  -1.864889e-06   2.468024e+03   9.895455e-01   9.939851e-01   1.331088e-01
  2.013095e-02   6.999611e-07   2.469060e+03   9.888405e-01   9.933981e-01   1.324997e-01
  2.007891e-02   6.672296e-06   2.475449e+03   9.888359e-01   9.930289e-01   1.326691e-01
  1.987921e-02   1.234247e-05   2.504021e+03   9.903010e-01   9.932377e-01   1.326730e-01
  2.023301e-02   2.055781e-05   2.469661e+03   9.940954e-01   9.960324e-01   1.427297e-01
  2.192057e-02  -2.438325e-05   2.279789e+03   9.942064e-01   9.970197e-01   1.437759e-01
  2.017610e-02  -2.068247e-05   2.472346e+03   9.923766e-01   9.950904e-01   1.358665e-01
  2.015327e-02  -2.571558e-05   2.472232e+03   9.912082e-01   9.951233e-01   1.362623e-01
  2.029353e-02  -2.725987e-05   2.451754e+03   9.898389e-01   9.944229e-01   1.350957e-01
  2.022517e-02  -2.222764e-05   2.460653e+03   9.900854e-01   9.944977e-01   1.346970e-01
  2.050237e-02  -1.672181e-05   2.434215e+03   9.928721e-01   9.961748e-01   1.343788e-01
  2.040449e-02  -1.049746e-05   2.448770e+03   9.940402e-01   9.958826e-01   1.347419e-01
  2.058674e-02  -1.781723e-05   2.435613e+03   9.975298e-01   9.966671e-01   1.333449e-01
  1.847000e-02   1.846998e-05   2.709214e+03   9.954983e-01   9.948602e-01   1.345587e-01
  1.996485e-02   2.004618e-05   2.497402e+03   9.919379e-01   9.940612e-01   1.327237e-01
  2.009495e-02   1.955168e-05   2.480807e+03   9.917681e-01   9.948222e-01   1.326279e-01
  2.027522e-02   1.337871e-05   2.454972e+03   9.902441e-01   9.944048e-01   1.335670e-01
  2.014415e-02   9.865112e-06   2.471524e+03   9.904763e-01   9.945491e-01   1.334056e-01
  2.001963e-02   2.346113e-06   2.486526e+03   9.903284e-01   9.939921e-01   1.332746e-01
  1.990465e-02  -3.697952e-06   2.502225e+03   9.908571e-01   9.934295e-01   1.331725e-01
  1.877993e-02  -2.364881e-05   2.662310e+03   9.946785e-01   9.951495e-01   1.388027e-01
  1.940004e-02   2.159220e-05   2.561566e+03   9.886401e-01   9.910879e-01   1.121795e-01
  1.998937e-02   7.651766e-06   2.464268e+03   9.799799e-01   9.866565e-01   1.073255e-01
  2.003315e-02   1.031443e-05   2.458726e+03   9.799175e-01   9.875709e-01   1.076822e-01
  2.020887e-02  -3.014702e-06   2.440106e+03   9.810269e-01   9.885496e-01   1.106392e-01
  2.022003e-02   3.560644e-06   2.444150e+03   9.831950e-01   9.899030e-01   1.118967e-01
  2.031500e-02  -3.975585e-07   2.446999e+03   9.889646e-01   9.931491e-01   1.160592e-01
  2.028719e-02  -5.312546e-08   2.457748e+03   9.919492e-01   9.940867e-01   1.181027e-01
  1.928589e-02  -1.568671e-05   2.604974e+03   9.994779e-01   9.980581e-01   1.274869e-01
  1.941714e-02  -4.289673e-06   2.569813e+03   9.926974e-01   9.945061e-01   1.170655e-01
  1.993861e-02   7.198203e-07   2.495316e+03   9.898074e-01   9.926743e-01   1.115962e-01
  2.003624e-02  -8.578447e-07   2.474470e+03   9.863444e-01   9.912061e-01   1.108145e-01
  2.014615e-02  -1.441740e-06   2.450421e+03   9.821165e-01   9.891507e-01   1.099859e-01
  2.019002e-02  -4.898082e-06   2.445664e+03   9.823440e-01   9.894305e-01   1.109131e-01
  2.028241e-02  -3.099437e-06   2.443018e+03   9.857717e-01   9.912000e-01   1.135862e-01
  2.024489e-02   7.308633e-07   2.455665e+03   9.890418e-01   9.922874e-01   1.154143e-01
  1.886316e-02  -1.745072e-05   2.632151e+03   9.877688e-01   9.903594e-01   1.160784e-01
  1.979285e-02   1.469560e-05   2.544442e+03   1.001916e+00   9.990358e-01   1.195151e-01
  2.006034e-02   9.746114e-06   2.497293e+03   9.966394e-01   9.968036e-01   1.183669e-01
  2.011472e-02   3.013162e-06   2.485929e+03   9.947931e-01   9.964513e-01   1.175486e-01
  2.023489e-02   6.136328e-06   2.456288e+03   9.888040e-01   9.933382e-01   1.155757e-01
  2.023796e-02   3.695676e-06   2.457406e+03   9.894046e-01   9.937750e-01   1.156998e-01
  2.019258e-02   6.083554e-07   2.454375e+03   9.859681e-01   9.912447e-01   1.126595e-01
  2.014449e-02   1.146033e-06   2.459639e+03   9.857295e-01   9.902268e-01   1.125374e-01
  1.913892e-02  -3.989845e-06   2.590201e+03   9.862364e-01   9.899697e-01   1.165077e-01
  1.950962e-02  -6.045530e-06   2.561046e+03   9.940228e-01   9.953318e-01   1.188922e-01
  2.007627e-02  -4.622391e-06   2.488262e+03   9.938235e-01   9.952451e-01   1.160996e-01
