# B2  M_xy  beta  p  rho  v2
  6.258819e-02   2.223230e-06   5.398626e-08   6.722112e-11   6.722112e-01   9.849528e+00
  1.939529e-02  -4.221942e-07   2.059259e+03   7.945793e-01   9.366080e-01   8.603530e+00
  2.001554e-02   5.491623e-07   1.994544e+03   7.942205e-01   9.212996e-01   8.572761e+00
  5.989776e-02   4.655088e-06   1.045252e+02   1.245551e-01   6.774337e-01   9.179976e+00
  4.086133e-02  -2.383080e-05   2.322950e-08   1.888350e-11   1.888350e-01   1.537791e+01
  1.567526e-03  -6.605434e-08   2.874945e-06   8.965498e-11   8.965498e-01   6.835616e+01
           nan            nan            nan            nan            inf            nan
           inf            inf            nan            nan           -inf            nan
           nan            nan            nan            nan            nan            nan
  2.057862e-02  -3.619027e-08   1.938772e+03   7.937306e-01   9.251499e-01   8.584454e+00
  1.960803e-02  -3.473746e-07   2.047209e+03   7.985946e-01   9.347606e-01   8.581782e+00
  6.166747e-02  -7.913267e-07   2.927928e+01   3.592086e-02   6.809452e-01   9.578419e+00
  4.083786e-02   2.749634e-06   2.242502e-08   1.821905e-11   1.821905e-01   2.266928e+01
  1.865136e-03   6.205470e-07   2.267686e-06   8.414409e-11   8.414409e-01   6.730797e+01
           nan            nan            nan            nan            nan            nan
           nan            nan            nan            nan            nan            nan
           inf -9.920428e+306   0.000000e+00  3.737690e+194  3.737690e+204            inf
           nan            nan            nan            nan           -inf            inf
  2.031002e-02   7.540715e-08   1.962591e+03   7.929948e-01   9.238892e-01   8.565056e+00
  5.946116e-02  -1.734238e-06   8.413094e+01   9.952203e-02   6.843130e-01   9.221353e+00
  3.966143e-02   9.159269e-06   2.233461e-08   1.762288e-11   1.762288e-01   1.956292e+01
  1.464670e-03   3.828810e-09   2.979670e-06   8.682366e-11   8.682366e-01   6.923955e+01
           nan            inf            nan            nan            nan            nan
           inf           -inf   0.000000e+00  2.095258e+218  2.095258e+228            inf
           nan            nan            nan            nan           -inf            inf
  2.032271e-02  -3.620835e-07   1.985882e+03   8.029069e-01   9.245659e-01   8.548578e+00
  1.955392e-02   5.285123e-07   2.061445e+03   8.019287e-01   9.314826e-01   8.579978e+00
  6.091375e-02  -5.600612e-06   8.249031e+01   9.996511e-02   6.796023e-01   9.258358e+00
  4.176874e-02  -4.409032e-07   2.289644e-08   1.902609e-11   1.902609e-01   1.764620e+01
  1.738556e-03  -3.693865e-07   2.437225e-06   8.429742e-11   8.429742e-01   6.720231e+01
  1.770209e-03  -1.401596e-06   2.638709e-06   9.292792e-11   9.292792e-01   6.891887e+01
           nan            nan            nan            nan            inf            nan
  6.103191e-02  -9.433694e-07   5.743536e+01   6.973751e-02   6.721977e-01   9.474402e+00
  1.947768e-02  -6.119971e-07   2.052974e+03   7.955192e-01   9.287082e-01   8.574635e+00
  2.032469e-02  -1.249813e-07   1.961590e+03   7.931627e-01   9.269783e-01   8.589601e+00
  6.040280e-02   5.894378e-06   6.736559e+01   8.095159e-02   6.848188e-01   9.338416e+00
  4.003175e-02  -6.132758e-06   2.156813e-08   1.717700e-11   1.717700e-01   2.318327e+01
  1.596162e-03   4.805418e-07   2.751470e-06   8.737192e-11   8.737192e-01   7.011894e+01
           nan            nan            nan            nan            inf            nan
           inf            inf            nan            nan           -inf            nan
           nan            nan            nan            nan            nan            nan
  2.028371e-02  -4.919242e-07   1.996913e+03   8.058172e-01   9.337735e-01   8.560968e+00
  1.965885e-02   7.706032e-07   2.053299e+03   8.030461e-01   9.285790e-01   8.564301e+00
  6.054125e-02  -3.108785e-06   9.930728e+01   1.196087e-01   6.810447e-01   9.130678e+00
  4.058389e-02   1.990199e-05   2.429175e-08   1.961294e-11   1.961294e-01   1.460465e+01
  1.628995e-03   7.827934e-09   2.674256e-06   8.666682e-11   8.666682e-01   6.621603e+01
           nan            nan            nan            nan            nan            nan
           nan            nan            nan            nan            nan            nan
           inf  7.031885e+286   0.000000e+00  5.284104e+178  5.284104e+188            inf
           inf            inf            nan            nan           -inf            inf
  2.021783e-02   6.613864e-07   1.968194e+03   7.916490e-01   9.263706e-01   8.587894e+00
  6.086746e-02  -4.550502e-06   7.783469e+01   9.425156e-02   6.883079e-01   9.265195e+00
  4.018934e-02   1.223016e-05   2.106337e-08   1.684104e-11   1.684104e-01   2.439706e+01
  1.669131e-03  -4.406569e-07   2.544317e-06   8.448737e-11   8.448737e-01   6.970597e+01
           nan            nan            nan            nan            nan            nan
           inf           -inf   0.000000e+00  1.992903e+200  1.992903e+210            inf
           inf            inf            nan            nan           -inf            inf
  2.015604e-02   6.716470e-07   2.014503e+03   8.077993e-01   9.272588e-01   8.557292e+00
  1.953921e-02   6.101879e-09   2.080217e+03   8.086224e-01   9.272970e-01   8.535704e+00
  6.019022e-02   2.049992e-06   1.253927e+02   1.501510e-01   6.724215e-01   9.028456e+00
  4.043121e-02  -3.150362e-05   2.511476e-08   2.020115e-11   2.020115e-01   1.163687e+01
  1.547154e-03  -3.695714e-07   2.913173e-06   8.966645e-11   8.966645e-01   6.674576e+01
  1.619554e-03  -2.932794e-07   2.654904e-06   8.554102e-11   8.554102e-01   6.887401e+01
           inf            inf            nan            nan           -inf            inf
  5.958974e-02   9.572818e-06   1.376577e+02   1.631932e-01   6.740781e-01   8.985143e+00
  1.944718e-02   1.309023e-07   2.069114e+03   8.005178e-01   9.204832e-01   8.551791e+00
  1.983863e-02   3.917976e-07   2.020084e+03   7.972807e-01   9.313003e-01   8.587751e+00
  6.092884e-02  -2.027109e-06   6.914133e+01   8.380903e-02   6.786716e-01   9.370099e+00
  4.141044e-02  -3.955895e-06   2.286679e-08   1.883845e-11   1.883845e-01   1.814203e+01
  1.732401e-03   4.621209e-09   2.533812e-06   8.732788e-11   8.732788e-01   6.775802e+01
  1.628538e-03   2.667899e-07   3.026197e-06   9.804494e-11   9.804494e-01   6.657469e+01
  4.160863e-02   2.937111e-05   4.658043e-01   3.855823e-04   2.170643e-01   9.668386e+00
  6.090992e-02  -5.051276e-06   1.344182e+02   1.628832e-01   6.557644e-01   9.084879e+00
  1.937045e-02   1.036950e-06   2.104678e+03   8.110648e-01   9.270891e-01   8.542300e+00
  1.951091e-02  -3.054971e-07   2.082254e+03   8.082417e-01   9.294971e-01   8.564040e+00
  6.029341e-02   2.715390e-06   1.030492e+02   1.236075e-01   6.730947e-01   9.144520e+00
  4.045192e-02   4.567709e-06   2.524343e-08   2.031504e-11   2.031504e-01   1.244229e+01
  1.587245e-03   5.230233e-08   2.854028e-06   9.012234e-11   9.012234e-01   6.589144e+01
  1.762346e-03   4.099442e-07   2.623955e-06   9.199786e-11   9.199786e-01   6.248793e+01
  4.281216e-02   3.382261e-05   1.177935e+02   1.003272e-01   2.390015e-01   8.819604e+00
  6.021348e-02   2.942857e-06   2.535120e+01   3.036844e-02   6.553128e-01   9.671329e+00
  1.897692e-02  -5.045867e-07   2.121921e+03   8.010968e-01   9.313493e-01   8.570891e+00
  1.981309e-02   3.688546e-07   2.013180e+03   7.935328e-01   9.317858e-01   8.619379e+00
  6.112675e-02  -1.022577e-06   6.170086e+01   7.503306e-02   6.794728e-01   9.379059e+00
  4.142624e-02  -2.201397e-06   2.343563e-08   1.931445e-11   1.931445e-01   1.693480e+01
  1.771842e-03   3.717525e-07   2.405145e-06   8.478055e-11   8.478055e-01   6.599418e+01
  1.767448e-03  -4.328329e-07   2.301792e-06   8.093622e-11   8.093622e-01   6.350113e+01
  4.158176e-02  -1.832478e-05   2.412619e-08   1.995822e-11   1.995822e-01   1.578908e+01
  6.127023e-02  -8.692222e-06   4.938007e+01   6.019097e-02   6.820161e-01   9.393201e+00
  1.944268e-02  -4.028925e-07   2.070097e+03   8.007133e-01   9.350825e-01   8.584170e+00
  1.975048e-02  -1.128677e-07   2.027043e+03   7.964725e-01   9.242964e-01   8.575942e+00
  6.059941e-02  -3.555093e-07   9.067248e+01   1.093136e-01   6.816162e-01   9.203442e+00
  4.010870e-02   2.023428e-05   2.371974e-08   1.892687e-11   1.892687e-01   1.614481e+01
  1.642176e-03  -3.567041e-09   2.555336e-06   8.348299e-11   8.348299e-01   6.614541e+01
  1.877028e-03  -8.355790e-07   2.104174e-06   7.857465e-11   7.857465e-01   6.516247e+01
  4.270471e-02   1.449595e-05   2.370046e-08   2.013551e-11   2.013551e-01   1.674796e+01
  6.085282e-02  -1.773527e-06   3.960918e+01   4.795200e-02   6.757220e-01   9.525331e+00
  1.941121e-02  -1.329636e-07   2.068248e+03   7.987029e-01   9.323159e-01   8.581607e+00
  1.981343e-02  -6.430167e-07   2.016300e+03   7.947761e-01   9.296605e-01   8.584830e+00
  6.104273e-02  -8.782101e-06   7.702549e+01   9.354026e-02   6.748474e-01   9.298439e+00
  4.093202e-02   1.163914e-05   2.326351e-08   1.894386e-11   1.894386e-01   1.722187e+01
  1.714147e-03  -3.837088e-08   2.497449e-06   8.516767e-11   8.516767e-01   6.760378e+01
  1.897481e-03   2.210081e-06   2.164110e-06   8.169336e-11   8.169336e-01   6.721686e+01
  4.084169e-02   1.266702e-05   2.125236e-08   1.726796e-11   1.726796e-01   2.814729e+01
  6.198271e-02  -2.163208e-06   1.283812e+01   1.583077e-02   6.903971e-01   9.632383e+00
  1.955865e-02  -2.784862e-07   2.044805e+03   7.956478e-01   9.354094e-01   8.602440e+00
  1.994494e-02  -6.301348e-07   2.001201e+03   7.940605e-01   9.246081e-01   8.580063e+00
  6.068878e-02   3.823121e-06   7.691578e+01   9.286541e-02   6.794655e-01   9.289079e+00
  4.052137e-02  -2.155392e-05   2.335037e-08   1.882383e-11   1.882383e-01   1.691645e+01
  1.705580e-03  -1.479671e-07   2.546607e-06   8.641000e-11   8.641000e-01   6.624150e+01
  1.856606e-03  -1.798419e-07   2.069034e-06   7.642184e-11   7.642184e-01   6.697431e+01
  3.993360e-02  -2.449720e-05   2.129647e-08   1.691906e-11   1.691906e-01   2.577690e+01
  6.110091e-02   5.109332e-06   5.311037e+01   6.455906e-02   6.968757e-01   9.352817e+00
  1.996774e-02  -4.764743e-07   2.003364e+03   7.958277e-01   9.323154e-01   8.587039e+00
  1.995516e-02  -2.423023e-07   1.993937e+03   7.915837e-01   9.276404e-01   8.584643e+00
  6.100960e-02   2.232397e-06   7.890817e+01   9.577459e-02   6.810682e-01   9.219193e+00
  4.025889e-02  -2.622086e-06   2.275648e-08   1.822624e-11   1.822624e-01   1.858338e+01
  1.674830e-03   6.169379e-08   2.534901e-06   8.446210e-11   8.446210e-01   6.768024e+01
  1.791665e-03   2.822023e-07   2.192315e-06   7.814298e-11   7.814298e-01   7.273105e+01
  3.962310e-02   2.154630e-07   1.896963e-08   1.495332e-11   1.495332e-01   3.471237e+01
  6.160785e-02  -3.845948e-06   6.912540e+01   8.472349e-02   6.926284e-01   9.325917e+00
  1.972787e-02   2.852664e-07   2.034584e+03   7.985202e-01   9.295673e-01   8.580215e+00
  2.013417e-02   1.386244e-07   1.997792e+03   8.002286e-01   9.264218e-01   8.546898e+00
  6.062668e-02   2.732158e-06   9.871589e+01   1.190642e-01   6.818308e-01   9.133696e+00
  3.997439e-02   6.233563e-06   2.318731e-08   1.844006e-11   1.844006e-01   1.666609e+01
  1.680528e-03  -5.030373e-08   2.536123e-06   8.479029e-11   8.479029e-01   6.701632e+01
  1.724561e-03   6.509894e-07   2.749639e-06   9.433749e-11   9.433749e-01   7.084412e+01
  4.066734e-02  -1.003702e-05   2.224185e-08   1.799479e-11   1.799479e-01   1.812081e+01
  6.049635e-02  -1.048778e-06   9.503952e+01   1.143835e-01   6.732745e-01   9.254179e+00
  1.989143e-02   2.499881e-08   2.024334e+03   8.010847e-01   9.305547e-01   8.575561e+00
  1.982604e-02   3.900107e-07   2.021044e+03   7.971533e-01   9.261599e-01   8.567084e+00
  6.073794e-02   2.800461e-06   9.601978e+01   1.160248e-01   6.760099e-01   9.137401e+00
  4.009139e-02   3.445666e-06   2.340129e-08   1.866470e-11   1.866470e-01   1.641425e+01
  1.621591e-03  -2.240562e-07   2.656629e-06   8.570426e-11   8.570426e-01   6.827877e+01
  1.827130e-03  -5.704721e-08   2.466442e-06   8.965416e-11   8.965416e-01   6.795574e+01
  4.099967e-02  -9.256214e-06   2.198153e-08   1.792951e-11   1.792951e-01   2.232352e+01
  6.133984e-02  -6.565249e-07   4.991797e+01   6.091576e-02   6.882410e-01   9.382888e+00
  1.966516e-02  -2.559022e-07   2.057910e+03   8.051076e-01   9.374794e-01   8.580523e+00
  2.003335e-02   1.504290e-07   2.012986e+03   8.022774e-01   9.246562e-01   8.551901e+00
  6.032468e-02  -1.016494e-06   1.154478e+02   1.385513e-01   6.718363e-01   9.076474e+00
  4.043462e-02  -7.497675e-06   2.447011e-08   1.968428e-11   1.968428e-01   1.330485e+01
  1.655604e-03  -5.119906e-07   2.674168e-06   8.807961e-11   8.807961e-01   6.699033e+01
  1.730143e-03  -1.107876e-06   2.473424e-06   8.513551e-11   8.513551e-01   6.927028e+01
  3.948987e-02   7.182142e-06   2.064700e-08   1.622082e-11   1.622082e-01   2.374716e+01
  6.108181e-02  -6.344470e-06   1.124903e+02   1.366965e-01   6.961020e-01   8.989045e+00
  2.029733e-02   6.289507e-07   1.992730e+03   8.046695e-01   9.331050e-01   8.576477e+00
  1.954209e-02  -4.658588e-07   2.060905e+03   8.012338e-01   9.289354e-01   8.553688e+00
  6.098586e-02   4.857529e-06   8.300778e+01   1.007113e-01   6.677707e-01   9.245463e+00
  4.069579e-02  -4.529886e-06   2.452429e-08   1.985528e-11   1.985528e-01   1.407410e+01
  1.708704e-03  -3.453424e-07   2.695590e-06   9.163275e-11   9.163275e-01   6.681976e+01
  1.645578e-03  -2.866068e-07   2.508068e-06   8.210844e-11   8.210844e-01   6.859632e+01
  4.054625e-02  -8.340238e-06   2.372637e-08   1.913869e-11   1.913869e-01   1.458888e+01
  6.080597e-02   3.290119e-06   1.299881e+02   1.572461e-01   6.755752e-01   9.024450e+00
  1.967547e-02   2.869533e-07   2.070907e+03   8.106171e-01   9.291287e-01   8.547986e+00
  1.993217e-02   1.517328e-07   2.037223e+03   8.078364e-01   9.315221e-01   8.560937e+00
  6.031720e-02  -1.259118e-06   9.200053e+01   1.103981e-01   6.727681e-01   9.164457e+00
  4.051123e-02   5.225463e-06   2.575402e-08   2.075633e-11   2.075633e-01   1.167564e+01
  1.647970e-03  -2.369159e-07   2.619377e-06   8.587710e-11   8.587710e-01   6.381978e+01
  1.775820e-03   1.921468e-06   2.811232e-06   9.931753e-11   9.931753e-01   6.983358e+01
  4.042916e-02   3.586119e-06   2.358617e-08   1.897065e-11   1.897065e-01   1.761225e+01
  6.141301e-02  -4.310231e-06   8.508818e+01   1.039584e-01   6.649040e-01   9.348491e+00
  1.977551e-02   2.740324e-07   2.043817e+03   8.040812e-01   9.316045e-01   8.570430e+00
  1.955389e-02   8.612336e-08   2.062606e+03   8.023790e-01   9.299860e-01   8.569243e+00
  6.106199e-02   6.161357e-06   8.355578e+01   1.015027e-01   6.732518e-01   9.219476e+00
  4.105905e-02  -1.072944e-05   2.317834e-08   1.893308e-11   1.893308e-01   1.664246e+01
  1.774703e-03  -8.472063e-07   2.382673e-06   8.412409e-11   8.412409e-01   6.720510e+01
  1.691823e-03   3.726265e-07   2.688331e-06   9.048319e-11   9.048319e-01   6.131333e+01
  4.125240e-02   7.985117e-06   2.738575e-08   2.247522e-11   2.247522e-01   1.055137e+01
  6.056761e-02   4.782675e-06   6.089094e+01   7.337079e-02   6.678089e-01   9.317948e+00
  1.959494e-02  -4.161052e-07   2.082145e+03   8.116802e-01   9.376351e-01   8.564182e+00
  1.984863e-02   9.170159e-08   2.041456e+03   8.061220e-01   9.300108e-01   8.575030e+00
  6.033169e-02   2.394222e-06   9.356948e+01   1.123078e-01   6.654723e-01   9.237592e+00
  4.077313e-02  -3.293542e-06   2.599610e-08   2.108688e-11   2.108688e-01   1.147750e+01
  1.634469e-03   1.152990e-07   2.710821e-06   8.814704e-11   8.814704e-01   6.470256e+01
  1.940742e-03   1.317666e-06   2.023457e-06   7.812533e-11   7.812533e-01   6.849466e+01
  3.902266e-02  -1.816044e-05   1.931696e-08   1.499636e-11   1.499636e-01   3.389183e+01
  6.250845e-02   5.181048e-06   6.792951e+01   8.447484e-02   7.033711e-01   9.194358e+00
  2.026182e-02   2.143750e-07   1.976979e+03   7.969125e-01   9.319338e-01   8.596762e+00
  1.941129e-02  -2.105479e-07   2.055603e+03   7.938229e-01   9.300127e-01   8.576414e+00
  6.126385e-02   3.674018e-06   4.473522e+01   5.452353e-02   6.728933e-01   9.463643e+00
  4.169569e-02  -4.206453e-07   2.319883e-08   1.924364e-11   1.924364e-01   1.744235e+01
  1.832433e-03   4.804817e-07   2.313026e-06   8.432158e-11   8.432158e-01   6.585309e+01
  1.533165e-03  -1.701820e-06   2.833586e-06   8.642815e-11   8.642815e-01   6.525941e+01
  3.969907e-02  -2.125931e-05   1.089626e+02   8.605736e-02   2.125059e-01   8.204694e+00
  6.016087e-02  -1.197598e-05   1.462649e+02   1.750590e-01   6.606183e-01   8.868785e+00
  1.970534e-02   1.061202e-06   2.062897e+03   8.087079e-01   9.228618e-01   8.537202e+00
  1.995026e-02  -4.426228e-07   2.035551e+03   8.079055e-01   9.347442e-01   8.576785e+00
  6.046184e-02   2.199304e-06   8.091274e+01   9.732590e-02   6.761272e-01   9.261698e+00
  4.088067e-02   2.812789e-06   2.412674e-08   1.962216e-11   1.962216e-01   1.523470e+01
  1.661592e-03   5.139725e-07   2.613821e-06   8.640331e-11   8.640331e-01   6.597814e+01
  1.830820e-03   1.276057e-06   2.325669e-06   8.470787e-11   8.470787e-01   6.827262e+01
  4.135934e-02   6.686483e-06   2.237131e-08   1.840751e-11   1.840751e-01   2.032383e+01
  6.134053e-02  -4.653997e-06   7.711072e+01   9.410060e-02   6.762128e-01   9.317427e+00
  1.950482e-02   6.546683e-07   2.055851e+03   7.977443e-01   9.288738e-01   8.584009e+00
  1.962323e-02  -6.312849e-08   2.032106e+03   7.933176e-01   9.319102e-01   8.599077e+00
  6.135096e-02  -4.313494e-06   4.146277e+01   5.060691e-02   6.802981e-01   9.468384e+00
  4.120401e-02   6.460489e-06   2.292798e-08   1.879470e-11   1.879470e-01   2.007222e+01
  1.848463e-03   4.108770e-07   2.197018e-06   8.079312e-11   8.079312e-01   6.573832e+01
  1.665141e-03   8.552727e-07   2.883468e-06   9.552043e-11   9.552043e-01   6.563799e+01
  4.117185e-02   4.197111e-05   5.089627e+01   4.168852e-02   2.168190e-01   9.148125e+00
  6.044162e-02  -3.323931e-06   1.464197e+02   1.760621e-01   6.528957e-01   8.969936e+00
  1.946704e-02   5.095681e-07   2.091985e+03   8.101931e-01   9.227125e-01   8.520840e+00
  2.009370e-02   5.372700e-08   2.016992e+03   8.062957e-01   9.339605e-01   8.582778e+00
  6.104280e-02  -2.142251e-06   8.446884e+01   1.025796e-01   6.860822e-01   9.227700e+00
  3.954069e-02  -1.619191e-06   2.182598e-08   1.716912e-11   1.716912e-01   2.224052e+01
  1.708448e-03  -2.176405e-07   2.395814e-06   8.143013e-11   8.143013e-01   6.855581e+01
  2.017608e-03  -1.619561e-06   2.393693e-06   9.608055e-11   9.608055e-01   6.373709e+01
  4.342015e-02  -4.905793e-05   2.502791e-08   2.161952e-11   2.161952e-01   1.453586e+01
  6.187376e-02  -1.103313e-05   6.653770e+00   8.190387e-03   6.606076e-01   9.799831e+00
  1.896268e-02  -4.872766e-07   2.121946e+03   8.005050e-01   9.386529e-01   8.594090e+00
  1.963971e-02   4.855659e-08   2.030330e+03   7.932900e-01   9.272434e-01   8.605785e+00
  6.094062e-02  -7.669118e-06   6.575990e+01   7.972567e-02   6.729572e-01   9.386180e+00
  4.189658e-02  -1.713525e-06   2.292676e-08   1.910959e-11   1.910959e-01   1.728945e+01
  1.760405e-03  -2.666987e-08   2.481423e-06   8.690476e-11   8.690476e-01   6.827561e+01
  1.810794e-03  -2.085818e-06   2.055564e-06   7.405089e-11   7.405089e-01   5.955872e+01
  4.030051e-02  -3.409412e-05   2.505402e-08   2.008713e-11   2.008713e-01   1.689095e+01
  6.127850e-02   7.726773e-06   3.794642e+01   4.626036e-02   6.876350e-01   9.379659e+00
  1.992527e-02  -4.389300e-07   2.008416e+03   7.961373e-01   9.321146e-01   8.582786e+00
  1.993743e-02   6.001009e-08   2.009350e+03   7.969938e-01   9.316210e-01   8.583586e+00
  6.103861e-02  -1.894519e-06   5.598884e+01   6.798862e-02   6.855237e-01   9.395464e+00
  4.081859e-02   1.880654e-05   2.202427e-08   1.788503e-11   1.788503e-01   2.204402e+01
  1.773598e-03   3.472620e-07   2.502359e-06   8.829479e-11   8.829479e-01   6.800792e+01
  2.101596e-03   9.487809e-07   1.930089e-06   8.069688e-11   8.069688e-01   7.111553e+01
  4.189169e-02   8.317439e-05   1.919226e-08   1.599500e-11   1.599500e-01   3.511662e+01
  6.269070e-02  -1.776298e-05   5.386505e+01   6.718005e-02   6.894910e-01   9.433963e+00
  1.950238e-02   9.880902e-07   2.060328e+03   7.993815e-01   9.341311e-01   8.574681e+00
  1.978663e-02  -1.185382e-06   2.017461e+03   7.941582e-01   9.253968e-01   8.568491e+00
  6.112243e-02  -1.037287e-06   7.622570e+01   9.268984e-02   6.855548e-01   9.268129e+00
  4.135123e-02   4.459361e-06   2.257117e-08   1.856832e-11   1.856832e-01   1.886558e+01
  1.770379e-03   2.989480e-08   2.305933e-06   8.121627e-11   8.121627e-01   6.740534e+01
  9.686693e-04   2.324106e-07   4.158316e-06   8.013518e-11   8.013518e-01   8.505276e+01
  4.143958e-02  -4.549359e-05   1.995873e-08   1.645426e-11   1.645426e-01   5.747049e+01
  5.195495e-02   9.674087e-06   7.371369e-08   7.619127e-11   7.619127e-01   1.046813e+01
  2.171481e-02  -1.096822e-06   1.624138e+03   7.016313e-01   8.989769e-01   7.680297e+00
  2.163448e-02   7.812103e-07   1.627423e+03   7.004499e-01   9.013179e-01   7.682537e+00
  5.183077e-02   9.259019e-07   7.291138e-08   7.518188e-11   7.518188e-01   1.063810e+01
  4.257518e-02   5.063713e-07   1.953444e-08   1.654579e-11   1.654579e-01   6.401863e+01
  1.005580e-03  -3.072792e-07   4.184757e-06   8.371764e-11   8.371764e-01   8.775915e+01
  9.556383e-04   7.639255e-07   4.197087e-06   7.979426e-11   7.979426e-01   8.662693e+01
  4.300439e-02  -5.077535e-05   2.165764e-08   1.852908e-11   1.852908e-01   5.370142e+01
  5.142758e-02   1.595122e-05   7.258448e-08   7.426258e-11   7.426258e-01   1.064502e+01
  2.148073e-02   8.945090e-09   1.637149e+03   6.996283e-01   8.997739e-01   7.694127e+00
  2.159755e-02   3.129094e-07   1.626685e+03   6.989370e-01   9.022635e-01   7.700086e+00
  5.159606e-02  -2.416076e-06   7.325181e-08   7.519086e-11   7.519086e-01   1.069044e+01
  4.338959e-02   4.126803e-06   1.995887e-08   1.722866e-11   1.722866e-01   6.029831e+01
  1.002893e-03  -2.657894e-07   4.321117e-06   8.621456e-11   8.621456e-01   8.523805e+01
  1.016318e-03   1.568819e-06   4.208356e-06   8.508879e-11   8.508879e-01   8.593212e+01
  4.285250e-02   6.349860e-05   1.948304e-08   1.660975e-11   1.660975e-01   6.774406e+01
  5.208013e-02  -6.071640e-06   7.240818e-08   7.502221e-11   7.502221e-01   1.076521e+01
  2.165187e-02  -1.580153e-07   1.623476e+03   6.993126e-01   9.025096e-01   7.689656e+00
  2.178480e-02  -4.096168e-07   1.612991e+03   6.990616e-01   9.007509e-01   7.693168e+00
  5.168482e-02   5.342238e-06   7.388714e-08   7.597347e-11   7.597347e-01   1.062196e+01
  4.211159e-02  -1.518602e-05   1.965217e-08   1.646426e-11   1.646426e-01   6.552373e+01
  9.971463e-04  -4.048770e-08   4.056094e-06   8.046316e-11   8.046316e-01   8.590863e+01
  1.003663e-03  -8.167337e-07   4.225348e-06   8.436852e-11   8.436852e-01   8.536505e+01
  4.274202e-02   1.039012e-05   1.981089e-08   1.684570e-11   1.684570e-01   6.027584e+01
  5.166099e-02  -5.778765e-06   7.354621e-08   7.558805e-11   7.558805e-01   1.064325e+01
  2.166282e-02   2.901015e-08   1.623552e+03   6.996991e-01   9.032073e-01   7.703103e+00
  2.159825e-02  -1.016535e-07   1.625976e+03   6.986551e-01   8.993078e-01   7.693136e+00
  5.154518e-02   2.384024e-06   7.317282e-08   7.503570e-11   7.503570e-01   1.061966e+01
  4.286811e-02   1.303309e-05   2.012597e-08   1.716411e-11   1.716411e-01   5.876534e+01
  9.668040e-04  -3.083911e-07   4.219100e-06   8.114998e-11   8.114998e-01   8.644768e+01
  9.339082e-04   2.087494e-07   4.241003e-06   7.879576e-11   7.879576e-01   8.499319e+01
           nan            nan            nan            nan            inf            nan
  5.159420e-02   3.912032e-06   7.392559e-08   7.587974e-11   7.587974e-01   1.058126e+01
  2.175265e-02  -6.361221e-07   1.614819e+03   6.988216e-01   8.998922e-01   7.698536e+00
  2.163084e-02  -3.837571e-08   1.620214e+03   6.972297e-01   9.020200e-01   7.688675e+00
  5.169899e-02  -2.891896e-07   7.319243e-08   7.527978e-11   7.527978e-01   1.075478e+01
  4.315072e-02  -7.892898e-06   1.967231e-08   1.688782e-11   1.688782e-01   6.575340e+01
