# B2  M_xy  beta  p  rho  v2
  2.312687e-02  -2.642743e-07   1.788202e+03   8.227416e-01   8.623955e-01   1.450913e+00
  2.576160e-02  -4.198740e-07   1.528147e+03   7.831918e-01   8.639293e-01   1.480640e+00
  2.423046e-02  -3.177378e-07   1.762939e+03   8.498243e-01   9.074481e-01   1.489803e+00
  2.418522e-02   5.107010e-07   1.765837e+03   8.496319e-01   9.083328e-01   1.488599e+00
  2.574534e-02   2.202553e-07   1.531705e+03   7.845195e-01   8.625527e-01   1.482918e+00
  2.313076e-02   1.354978e-08   1.787974e+03   8.227752e-01   8.628914e-01   1.450571e+00
  1.074671e-02   8.767090e-07   2.601100e+03   5.561124e-01   8.824098e-01   2.575005e+00
  1.084965e-02  -2.444192e-07   2.568289e+03   5.543575e-01   8.819350e-01   2.559674e+00
  2.304944e-02  -7.992328e-08   1.794304e+03   8.227851e-01   8.631128e-01   1.450205e+00
  2.576449e-02   1.086332e-06   1.530390e+03   7.844293e-01   8.646519e-01   1.483002e+00
  2.423090e-02  -1.564478e-07   1.763727e+03   8.502193e-01   9.099113e-01   1.487774e+00
  2.417905e-02   6.051204e-07   1.766782e+03   8.498698e-01   9.081130e-01   1.488004e+00
  2.580759e-02  -1.647139e-07   1.524208e+03   7.825676e-01   8.658659e-01   1.483405e+00
  2.315231e-02   7.546193e-07   1.783609e+03   8.215315e-01   8.623900e-01   1.453288e+00
  1.074374e-02   7.701238e-07   2.557050e+03   5.465434e-01   8.756442e-01   2.587484e+00
  1.060378e-02   8.804437e-07   2.616941e+03   5.520579e-01   8.767663e-01   2.564558e+00
  2.308463e-02   1.649466e-07   1.791600e+03   8.227995e-01   8.628415e-01   1.451698e+00
  2.576501e-02  -1.642290e-07   1.528650e+03   7.835534e-01   8.640269e-01   1.481008e+00
  2.424138e-02  -3.409640e-07   1.762447e+03   8.499699e-01   9.062178e-01   1.491196e+00
  2.426780e-02  -1.713622e-06   1.761136e+03   8.502635e-01   9.087949e-01   1.488097e+00
  2.573640e-02   1.639614e-07   1.528915e+03   7.828189e-01   8.623968e-01   1.480911e+00
  2.307871e-02   1.287003e-07   1.789269e+03   8.215188e-01   8.622507e-01   1.451392e+00
  1.073693e-02  -1.200234e-07   2.570847e+03   5.491444e-01   8.776678e-01   2.570332e+00
  1.070518e-02  -3.762915e-07   2.575420e+03   5.484944e-01   8.728261e-01   2.571469e+00
  2.322227e-02   1.950245e-07   1.780452e+03   8.225550e-01   8.635998e-01   1.455635e+00
  2.584400e-02  -2.177206e-07   1.522088e+03   7.825813e-01   8.634561e-01   1.483548e+00
  2.419647e-02   6.196971e-07   1.765533e+03   8.498806e-01   9.101521e-01   1.485641e+00
  2.428817e-02   1.626686e-07   1.757878e+03   8.494028e-01   9.077966e-01   1.488160e+00
  2.566193e-02   2.032171e-06   1.533137e+03   7.827089e-01   8.625088e-01   1.480775e+00
  2.310380e-02  -5.448538e-07   1.789991e+03   8.227433e-01   8.630394e-01   1.450539e+00
  1.079602e-02   9.329708e-07   2.558747e+03   5.495677e-01   8.782104e-01   2.570929e+00
  1.057693e-02   1.207062e-06   2.583955e+03   5.437191e-01   8.747285e-01   2.593685e+00
  2.314678e-02   7.481526e-07   1.784507e+03   8.217483e-01   8.622325e-01   1.454471e+00
  2.573802e-02  -2.539688e-07   1.526698e+03   7.817332e-01   8.630165e-01   1.483440e+00
  2.429001e-02  -3.724678e-07   1.758496e+03   8.497657e-01   9.081352e-01   1.492884e+00
  2.426965e-02   1.111787e-06   1.759819e+03   8.496926e-01   9.085070e-01   1.489984e+00
  2.564591e-02  -5.391023e-07   1.534843e+03   7.830908e-01   8.652897e-01   1.481302e+00
  2.310643e-02   7.883451e-07   1.788223e+03   8.220243e-01   8.628616e-01   1.451323e+00
  1.075529e-02   7.791080e-07   2.576726e+03   5.513414e-01   8.775961e-01   2.562135e+00
  1.074888e-02  -3.842275e-07   2.546885e+03   5.446313e-01   8.779229e-01   2.589976e+00
  2.311543e-02   1.601093e-08   1.786158e+03   8.213949e-01   8.614305e-01   1.450760e+00
  2.565335e-02   3.729508e-08   1.533245e+03   7.825024e-01   8.634316e-01   1.478002e+00
  2.422900e-02   5.495367e-07   1.764812e+03   8.506758e-01   9.070847e-01   1.487849e+00
  2.424490e-02  -1.222990e-08   1.758371e+03   8.481274e-01   9.064608e-01   1.488697e+00
  2.567126e-02  -1.455000e-06   1.533082e+03   7.829655e-01   8.642839e-01   1.480680e+00
  2.311162e-02  -6.894693e-07   1.788723e+03   8.224387e-01   8.626655e-01   1.449746e+00
  1.079546e-02   2.324972e-07   2.560369e+03   5.498877e-01   8.785366e-01   2.570884e+00
  1.068668e-02   1.960543e-07   2.565775e+03   5.454960e-01   8.801829e-01   2.589280e+00
  2.311135e-02  -4.002236e-07   1.786131e+03   8.212376e-01   8.615950e-01   1.447812e+00
  2.581724e-02   5.948079e-07   1.523221e+03   7.823533e-01   8.633695e-01   1.480429e+00
  2.430419e-02  -2.219827e-07   1.757191e+03   8.496309e-01   9.088547e-01   1.486961e+00
  2.418464e-02   8.553425e-07   1.764069e+03   8.487611e-01   9.086336e-01   1.489707e+00
  2.565323e-02  -4.589570e-07   1.535440e+03   7.836194e-01   8.629513e-01   1.479121e+00
  2.316968e-02  -1.234749e-06   1.784880e+03   8.227338e-01   8.633593e-01   1.452448e+00
  1.076770e-02   6.827444e-07   2.577542e+03   5.521521e-01   8.780044e-01   2.562383e+00
  1.075618e-02   1.384724e-06   2.560627e+03   5.479422e-01   8.779008e-01   2.572898e+00
  2.312170e-02  -6.848287e-08   1.790077e+03   8.234201e-01   8.634680e-01   1.451115e+00
  2.573788e-02  -3.154032e-07   1.527776e+03   7.822810e-01   8.633126e-01   1.480439e+00
  2.424746e-02   4.834734e-07   1.761211e+03   8.495868e-01   9.099248e-01   1.489176e+00
  2.420610e-02   6.675004e-07   1.764512e+03   8.497273e-01   9.072416e-01   1.485658e+00
  2.579141e-02   2.048731e-07   1.529284e+03   7.846814e-01   8.637399e-01   1.481434e+00
  2.314724e-02   7.252870e-07   1.785624e+03   8.222794e-01   8.623608e-01   1.453326e+00
  1.068698e-02   6.482084e-09   2.591747e+03   5.510332e-01   8.763050e-01   2.561832e+00
  1.068639e-02  -3.777653e-07   2.579322e+03   5.483614e-01   8.802072e-01   2.585362e+00
  2.313647e-02   4.224143e-07   1.783939e+03   8.211213e-01   8.616663e-01   1.448395e+00
  2.575972e-02  -4.842325e-07   1.527437e+03   7.827710e-01   8.635957e-01   1.483312e+00
  2.421926e-02   2.488487e-07   1.762526e+03   8.492323e-01   9.077900e-01   1.489531e+00
  2.429835e-02  -2.836388e-07   1.758825e+03   8.502166e-01   9.085448e-01   1.490458e+00
  2.578702e-02   1.444574e-06   1.524318e+03   7.820003e-01   8.628122e-01   1.482127e+00
  2.310221e-02   1.088429e-07   1.790260e+03   8.228106e-01   8.639444e-01   1.452504e+00
  1.071757e-02  -8.297519e-07   2.583714e+03   5.508974e-01   8.770784e-01   2.567619e+00
  1.077153e-02   1.195743e-08   2.558962e+03   5.483670e-01   8.763637e-01   2.572564e+00
  2.310769e-02  -3.779275e-07   1.790286e+03   8.230173e-01   8.627817e-01   1.451742e+00
  2.573728e-02   1.101697e-06   1.528550e+03   7.826588e-01   8.635459e-01   1.483604e+00
  2.433579e-02  -2.627344e-06   1.755822e+03   8.500729e-01   9.065541e-01   1.488494e+00
  2.424241e-02  -6.899992e-07   1.762569e+03   8.500649e-01   9.093999e-01   1.488937e+00
  2.574937e-02  -6.605640e-07   1.529540e+03   7.835335e-01   8.645966e-01   1.481696e+00
  2.312420e-02   3.574688e-07   1.786322e+03   8.217820e-01   8.617923e-01   1.451758e+00
  1.068405e-02  -7.666720e-07   2.575479e+03   5.474244e-01   8.761307e-01   2.577070e+00
  1.065965e-02  -4.462138e-07   2.575624e+03   5.462049e-01   8.771263e-01   2.582365e+00
  2.317076e-02  -3.268187e-07   1.782147e+03   8.215120e-01   8.616528e-01   1.451345e+00
  2.573873e-02  -1.679612e-07   1.527629e+03   7.822310e-01   8.632535e-01   1.480300e+00
  2.417444e-02  -1.720508e-06   1.766491e+03   8.495675e-01   9.059850e-01   1.485934e+00
  2.426562e-02   6.817907e-07   1.760683e+03   8.499683e-01   9.079920e-01   1.487892e+00
  2.582767e-02  -8.597333e-07   1.522086e+03   7.820865e-01   8.636315e-01   1.484174e+00
  2.309820e-02  -4.876146e-07   1.788576e+03   8.218938e-01   8.625301e-01   1.451157e+00
  1.071737e-02  -7.950412e-07   2.568361e+03   5.476139e-01   8.774933e-01   2.581547e+00
  1.078186e-02  -4.977699e-07   2.559921e+03   5.490987e-01   8.779047e-01   2.568590e+00
  2.313542e-02  -7.601291e-07   1.784978e+03   8.215622e-01   8.618529e-01   1.450399e+00
  2.572086e-02  -8.361568e-07   1.530584e+03   7.832001e-01   8.638214e-01   1.483171e+00
  2.418595e-02  -7.312854e-08   1.765880e+03   8.496782e-01   9.067222e-01   1.486811e+00
  2.422709e-02  -6.377572e-07   1.760999e+03   8.487711e-01   9.067080e-01   1.488915e+00
  2.571563e-02  -1.375799e-06   1.529789e+03   7.826342e-01   8.636440e-01   1.479883e+00
  2.309428e-02   1.080714e-08   1.789411e+03   8.221381e-01   8.631019e-01   1.450553e+00
  1.072897e-02  -3.150057e-07   2.560956e+03   5.466262e-01   8.774941e-01   2.580473e+00
  1.064317e-02   9.173830e-08   2.585325e+03   5.474147e-01   8.751179e-01   2.572218e+00
  2.314905e-02   5.995443e-07   1.785210e+03   8.221528e-01   8.625856e-01   1.452134e+00
  2.576276e-02   1.805220e-06   1.526991e+03   7.826344e-01   8.635489e-01   1.483252e+00
  2.419433e-02   1.812969e-07   1.763569e+03   8.488602e-01   9.068815e-01   1.486225e+00
  2.415722e-02  -5.559110e-07   1.767589e+03   8.494903e-01   9.080438e-01   1.488650e+00
  2.581664e-02  -7.946926e-07   1.524438e+03   7.829598e-01   8.639109e-01   1.482857e+00
  2.310794e-02  -2.703137e-07   1.788368e+03   8.221447e-01   8.621904e-01   1.450627e+00
  1.075123e-02  -7.333077e-08   2.571572e+03   5.500305e-01   8.802056e-01   2.579722e+00
  1.073583e-02   4.049884e-07   2.559145e+03   5.465889e-01   8.775821e-01   2.582028e+00
  2.314550e-02  -5.686491e-07   1.784624e+03   8.217571e-01   8.620587e-01   1.453162e+00
  2.575929e-02  -5.797391e-07   1.528755e+03   7.834331e-01   8.640977e-01   1.478640e+00
  2.398530e-02   2.586593e-07   1.780944e+03   8.498173e-01   9.077555e-01   1.487458e+00
  2.424585e-02   1.861937e-06   1.763803e+03   8.507805e-01   9.098209e-01   1.487990e+00
  2.573761e-02   8.062834e-07   1.529046e+03   7.829228e-01   8.638985e-01   1.482080e+00
  2.310323e-02   5.346746e-07   1.788227e+03   8.219123e-01   8.617664e-01   1.450456e+00
  1.079877e-02  -3.687692e-07   2.551184e+03   5.480828e-01   8.768641e-01   2.570912e+00
  1.067331e-02   3.163594e-08   2.589236e+03   5.497950e-01   8.768622e-01   2.566853e+00
  2.306944e-02  -2.385984e-07   1.790286e+03   8.216554e-01   8.624124e-01   1.452098e+00
  2.580337e-02  -2.308568e-07   1.525478e+03   7.830915e-01   8.636217e-01   1.480441e+00
  2.425853e-02   2.287854e-06   1.764863e+03   8.517371e-01   9.093104e-01   1.489888e+00
  2.422483e-02   1.092044e-06   1.764243e+03   8.502551e-01   9.095866e-01   1.486327e+00
  2.572161e-02   6.327579e-08   1.530759e+03   7.833123e-01   8.639981e-01   1.482908e+00
  2.311671e-02   4.451762e-07   1.790218e+03   8.233074e-01   8.634355e-01   1.450988e+00
  1.074966e-02  -4.620992e-07   2.573863e+03   5.504403e-01   8.779515e-01   2.575559e+00
  1.070335e-02   5.025980e-07   2.573177e+03   5.479228e-01   8.771364e-01   2.581657e+00
  2.312017e-02   9.758253e-07   1.788553e+03   8.226652e-01   8.628325e-01   1.453130e+00
  2.576235e-02   1.434584e-07   1.525923e+03   7.820747e-01   8.632824e-01   1.485326e+00
  2.430591e-02  -1.146497e-06   1.758207e+03   8.501824e-01   9.084475e-01   1.490161e+00
  2.419408e-02  -1.967326e-06   1.766049e+03   8.500453e-01   9.090749e-01   1.486759e+00
  2.574387e-02  -5.271208e-07   1.528320e+03   7.827417e-01   8.635067e-01   1.481363e+00
  2.315052e-02   1.374457e-07   1.783442e+03   8.213911e-01   8.626433e-01   1.451877e+00
  1.078238e-02  -1.346237e-07   2.542700e+03   5.454312e-01   8.757490e-01   2.578668e+00
  1.072672e-02   9.263041e-07   2.563089e+03   5.469666e-01   8.791829e-01   2.579761e+00
  2.311833e-02   9.740739e-07   1.786088e+03   8.214657e-01   8.618415e-01   1.451999e+00
  2.574937e-02   6.625146e-07   1.527321e+03   7.823965e-01   8.630101e-01   1.482237e+00
  2.414350e-02  -8.650298e-08   1.768477e+03   8.494340e-01   9.080863e-01   1.488100e+00
  2.426656e-02  -2.217090e-06   1.759071e+03   8.492232e-01   9.082032e-01   1.487271e+00
  2.568552e-02   4.320533e-07   1.533111e+03   7.834153e-01   8.638757e-01   1.480847e+00
  2.308464e-02   1.481213e-07   1.790954e+03   8.225035e-01   8.636141e-01   1.448253e+00
  1.075533e-02  -8.055873e-07   2.576742e+03   5.513467e-01   8.784403e-01   2.562927e+00
  1.075884e-02  -9.876467e-07   2.588334e+03   5.540081e-01   8.796810e-01   2.558435e+00
  2.328417e-02   5.679451e-07   1.776362e+03   8.228530e-01   8.632387e-01   1.446898e+00
  2.579152e-02  -1.007517e-06   1.527785e+03   7.839154e-01   8.648283e-01   1.484025e+00
  2.425630e-02   1.221231e-06   1.759983e+03   8.493038e-01   9.078154e-01   1.486299e+00
  2.425212e-02   2.405502e-06   1.759173e+03   8.487672e-01   9.077021e-01   1.487074e+00
  2.575883e-02   1.221956e-06   1.528342e+03   7.832078e-01   8.638030e-01   1.481918e+00
  2.319474e-02  -9.105596e-07   1.780613e+03   8.216546e-01   8.629121e-01   1.452336e+00
  1.072944e-02   4.263085e-07   2.559857e+03   5.464155e-01   8.735925e-01   2.572044e+00
  1.077245e-02  -5.346268e-08   2.558837e+03   5.483874e-01   8.790258e-01   2.587782e+00
  2.314966e-02  -6.247878e-07   1.787046e+03   8.230201e-01   8.629999e-01   1.452364e+00
  2.579490e-02  -2.020837e-06   1.525141e+03   7.826617e-01   8.629920e-01   1.483042e+00
  2.420887e-02   7.857445e-07   1.763858e+03   8.495096e-01   9.082866e-01   1.486209e+00
  2.426897e-02  -1.455169e-07   1.758587e+03   8.490737e-01   9.077971e-01   1.490046e+00
  2.563749e-02   3.693583e-07   1.536629e+03   7.837448e-01   8.642138e-01   1.480956e+00
  2.312871e-02  -3.133865e-07   1.786861e+03   8.221904e-01   8.627147e-01   1.451457e+00
  1.069663e-02  -2.820734e-08   2.570924e+03   5.470996e-01   8.778569e-01   2.581669e+00
  1.081953e-02  -1.917688e-08   2.553399e+03   5.496132e-01   8.749159e-01   2.558879e+00
  2.303404e-02  -2.750019e-07   1.793094e+03   8.216811e-01   8.624572e-01   1.449887e+00
  2.575516e-02  -8.365366e-08   1.528040e+03   7.829408e-01   8.639420e-01   1.482723e+00
  2.429719e-02  -1.167769e-07   1.757761e+03   8.496616e-01   9.076749e-01   1.486165e+00
  2.427386e-02  -4.831428e-07   1.756438e+03   8.482070e-01   9.073007e-01   1.486239e+00
  2.575249e-02   1.463705e-06   1.527684e+03   7.826779e-01   8.635508e-01   1.479995e+00
  2.317757e-02   2.064953e-07   1.783539e+03   8.223956e-01   8.629147e-01   1.452000e+00
  1.071887e-02   2.051475e-06   2.566602e+03   5.473153e-01   8.753382e-01   2.579301e+00
  1.077671e-02  -1.478684e-06   2.559153e+03   5.486719e-01   8.751539e-01   2.576434e+00
  2.282601e-02  -6.192523e-07   1.811089e+03   8.224317e-01   8.628987e-01   1.452551e+00
  2.572344e-02  -3.424373e-07   1.530625e+03   7.832994e-01   8.642438e-01   1.483793e+00
  2.436283e-02   2.297421e-07   1.753765e+03   8.500202e-01   9.091320e-01   1.489099e+00
  2.425935e-02   1.371988e-06   1.760354e+03   8.495898e-01   9.080207e-01   1.491568e+00
  2.579748e-02   4.965059e-07   1.525444e+03   7.828952e-01   8.636854e-01   1.482067e+00
  2.321651e-02  -7.680353e-08   1.779270e+03   8.218052e-01   8.622044e-01   1.454188e+00
  1.066891e-02  -1.663127e-06   2.557465e+03   5.428250e-01   8.749246e-01   2.594890e+00
  1.089029e-02  -6.998273e-07   2.525136e+03   5.470842e-01   8.811994e-01   2.580722e+00
  2.298548e-02  -1.103220e-07   1.797992e+03   8.221885e-01   8.621001e-01   1.448372e+00
  2.572161e-02   1.180229e-06   1.526977e+03   7.813773e-01   8.623603e-01   1.479057e+00
  2.430275e-02  -4.342805e-07   1.753432e+03   8.477629e-01   9.061758e-01   1.487883e+00
  2.427398e-02  -1.909387e-06   1.757970e+03   8.489510e-01   9.078344e-01   1.488586e+00
  2.583462e-02  -9.078054e-08   1.520175e+03   7.813144e-01   8.627161e-01   1.481049e+00
  2.314629e-02  -5.102704e-08   1.782505e+03   8.208093e-01   8.613631e-01   1.451335e+00
  1.070999e-02   6.472131e-08   2.543519e+03   5.419441e-01   8.750476e-01   2.580198e+00
  1.092603e-02  -2.138245e-06   2.587309e+03   5.623942e-01   8.828638e-01   2.532827e+00
  2.313864e-02  -8.502187e-07   1.791863e+03   8.248460e-01   8.646455e-01   1.450764e+00
  2.562020e-02  -1.275114e-06   1.540842e+03   7.853635e-01   8.649982e-01   1.481442e+00
  2.418300e-02   5.128779e-07   1.765218e+03   8.492563e-01   9.081881e-01   1.486494e+00
  2.426400e-02   1.379109e-06   1.762635e+03   8.508535e-01   9.087205e-01   1.487584e+00
  2.557516e-02  -5.296734e-07   1.538493e+03   7.827876e-01   8.635611e-01   1.482180e+00
  2.315113e-02  -2.888416e-07   1.783974e+03   8.216574e-01   8.623912e-01   1.453122e+00
  1.068274e-02  -1.407954e-06   2.579849e+03   5.482860e-01   8.768298e-01   2.574783e+00
  1.079294e-02  -1.655372e-06   2.568778e+03   5.515650e-01   8.793848e-01   2.559564e+00
  2.314683e-02  -1.168086e-06   1.785406e+03   8.221643e-01   8.625540e-01   1.450305e+00
  2.570625e-02   8.214350e-07   1.532262e+03   7.836133e-01   8.644203e-01   1.480500e+00
  2.421504e-02   3.825187e-07   1.761358e+03   8.485218e-01   9.078485e-01   1.487433e+00
  2.429439e-02  -9.812005e-07   1.756352e+03   8.488826e-01   9.077128e-01   1.490720e+00
  2.575480e-02   2.427942e-07   1.522744e+03   7.802163e-01   8.620419e-01   1.482009e+00
  2.313861e-02   4.583817e-07   1.784555e+03   8.214809e-01   8.618078e-01   1.450924e+00
  1.074076e-02   3.721165e-07   2.533942e+03   5.414545e-01   8.757817e-01   2.597458e+00
  1.075850e-02   1.288493e-06   2.630443e+03   5.630033e-01   8.713940e-01   2.499838e+00
  2.309776e-02   3.253432e-07   1.791711e+03   8.233187e-01   8.646976e-01   1.453686e+00
  2.573742e-02   1.164939e-06   1.534329e+03   7.856219e-01   8.654602e-01   1.478605e+00
  2.417347e-02  -9.697823e-07   1.768253e+03   8.503812e-01   9.080967e-01   1.486378e+00
  2.411355e-02  -4.634313e-07   1.772113e+03   8.501248e-01   9.085483e-01   1.490629e+00
  2.570423e-02  -1.653252e-06   1.532719e+03   7.837859e-01   8.641916e-01   1.475521e+00
  2.314138e-02  -8.962425e-07   1.783008e+03   8.208668e-01   8.612741e-01   1.447176e+00
  1.077667e-02  -1.614000e-06   2.566869e+03   5.503238e-01   8.804800e-01   2.550059e+00
  1.049991e-02  -1.556552e-06   2.616510e+03   5.465604e-01   8.720727e-01   2.584127e+00
  2.317034e-02  -5.872042e-07   1.784818e+03   8.227284e-01   8.632339e-01   1.456581e+00
  2.577845e-02  -2.032473e-06   1.526178e+03   7.826943e-01   8.636133e-01   1.484429e+00
  2.422145e-02   1.741549e-06   1.763946e+03   8.499935e-01   9.080595e-01   1.489753e+00
  2.420665e-02   1.037183e-06   1.765983e+03   8.504550e-01   9.083879e-01   1.488973e+00
  2.584616e-02  -3.372573e-07   1.524125e+03   7.836942e-01   8.640842e-01   1.482230e+00
  2.309809e-02   2.429197e-08   1.788136e+03   8.216878e-01   8.627341e-01   1.451752e+00
  1.064205e-02  -9.391970e-07   2.624286e+03   5.556053e-01   8.798279e-01   2.556279e+00
  1.072823e-02  -2.067763e-06   2.600184e+03   5.549606e-01   8.821204e-01   2.553057e+00
  2.303130e-02  -1.070785e-07   1.796420e+03   8.231073e-01   8.630520e-01   1.450696e+00
  2.571098e-02  -8.671185e-07   1.531643e+03   7.834411e-01   8.639427e-01   1.477866e+00
  2.418813e-02  -3.954873e-07   1.766128e+03   8.498739e-01   9.085552e-01   1.488540e+00
  2.416036e-02  -1.849106e-06   1.768152e+03   8.498714e-01   9.083491e-01   1.485721e+00
  2.571531e-02   1.164337e-06   1.527923e+03   7.816701e-01   8.628947e-01   1.482227e+00
  2.310465e-02   1.529310e-07   1.786671e+03   8.212477e-01   8.623760e-01   1.453268e+00
  1.071684e-02   2.614489e-06   2.578933e+03   5.498406e-01   8.746741e-01   2.567321e+00
  1.056130e-02  -6.683579e-07   2.656259e+03   5.581078e-01   8.744901e-01   2.533701e+00
  2.306273e-02   1.007466e-06   1.796419e+03   8.242299e-01   8.647520e-01   1.454873e+00
  2.577434e-02  -3.866725e-07   1.529236e+03   7.841373e-01   8.642658e-01   1.482500e+00
  2.424216e-02   2.238460e-07   1.762239e+03   8.498969e-01   9.087716e-01   1.488548e+00
  2.419529e-02  -6.319880e-07   1.767537e+03   8.508039e-01   9.091113e-01   1.487241e+00
  2.569184e-02  -9.945886e-07   1.533086e+03   7.835955e-01   8.641125e-01   1.479737e+00
  2.308693e-02  -8.643159e-07   1.791998e+03   8.230642e-01   8.636312e-01   1.452981e+00
  1.067790e-02  -1.886301e-06   2.604030e+03   5.531744e-01   8.773336e-01   2.557478e+00
  1.206861e-02   1.068601e-06   2.887446e+03   6.932679e-01   8.888639e-01   1.682392e+00
  2.239891e-02  -1.913316e-07   1.898086e+03   8.458100e-01   8.838623e-01   1.044943e+00
  2.459418e-02   1.106444e-06   1.669223e+03   8.167269e-01   8.842857e-01   1.060085e+00
  2.392640e-02   5.738039e-07   1.804439e+03   8.589137e-01   9.135432e-01   1.065781e+00
  2.397062e-02   6.743877e-07   1.798695e+03   8.577626e-01   9.131235e-01   1.065184e+00
  2.456698e-02  -2.042701e-07   1.673868e+03   8.180936e-01   8.850004e-01   1.061458e+00
  2.242068e-02   2.098447e-07   1.898162e+03   8.466664e-01   8.846335e-01   1.047504e+00
  1.197148e-02   3.399478e-07   2.926917e+03   6.970892e-01   8.871235e-01   1.671192e+00
  1.209778e-02   1.956016e-06   2.890805e+03   6.957524e-01   8.859534e-01   1.658825e+00
  2.238777e-02   4.155709e-07   1.900813e+03   8.466040e-01   8.844577e-01   1.046793e+00
  2.456622e-02  -7.851688e-07   1.672232e+03   8.172692e-01   8.841010e-01   1.059762e+00
  2.393955e-02  -1.435873e-07   1.802349e+03   8.583909e-01   9.139803e-01   1.066008e+00
  2.393072e-02  -1.511559e-07   1.803003e+03   8.583855e-01   9.135082e-01   1.065890e+00
  2.457956e-02   2.898834e-07   1.670527e+03   8.168791e-01   8.839968e-01   1.060354e+00
  2.240771e-02   4.520041e-07   1.898511e+03   8.463319e-01   8.840587e-01   1.046796e+00
  1.199609e-02  -3.245817e-08   2.908503e+03   6.941278e-01   8.897045e-01   1.687624e+00
  1.205793e-02   1.840723e-06   2.889217e+03   6.930795e-01   8.892397e-01   1.678154e+00
  2.237111e-02   3.622551e-07   1.899733e+03   8.454935e-01   8.834568e-01   1.044020e+00
  2.451854e-02   5.119306e-07   1.674543e+03   8.168101e-01   8.847172e-01   1.059828e+00
  2.392245e-02   1.404198e-06   1.802311e+03   8.577597e-01   9.120870e-01   1.064996e+00
  2.395224e-02   1.941472e-07   1.800746e+03   8.580820e-01   9.133117e-01   1.066264e+00
  2.456405e-02  -3.479541e-07   1.673081e+03   8.176115e-01   8.851759e-01   1.059643e+00
  2.240219e-02  -4.296156e-07   1.900255e+03   8.469008e-01   8.846923e-01   1.046021e+00
  1.205005e-02  -1.410555e-06   2.905453e+03   6.965190e-01   8.886598e-01   1.669256e+00
  1.215432e-02  -8.839271e-07   2.898701e+03   7.009132e-01   8.883894e-01   1.649992e+00
  2.233720e-02   7.524372e-07   1.905939e+03   8.469696e-01   8.850887e-01   1.045785e+00
  2.448228e-02  -7.964251e-07   1.681452e+03   8.189670e-01   8.846948e-01   1.059095e+00
  2.394865e-02  -5.556443e-07   1.800615e+03   8.578910e-01   9.147196e-01   1.065431e+00
  2.394030e-02  -2.701876e-07   1.803461e+03   8.589471e-01   9.138821e-01   1.066369e+00
  2.461447e-02   8.853472e-08   1.667891e+03   8.167486e-01   8.830400e-01   1.060803e+00
  2.239227e-02  -5.389980e-09   1.897610e+03   8.453472e-01   8.835546e-01   1.045222e+00
  1.189676e-02  -1.111360e-07   2.931805e+03   6.938953e-01   8.882266e-01   1.680658e+00
  1.202455e-02   2.583459e-07   2.914665e+03   6.972484e-01   8.890028e-01   1.672268e+00
  2.240866e-02  -1.388323e-07   1.900866e+03   8.474176e-01   8.853162e-01   1.047167e+00
  2.456675e-02   1.069587e-06   1.672837e+03   8.175824e-01   8.854931e-01   1.059397e+00
  2.393261e-02  -5.127220e-07   1.802457e+03   8.581935e-01   9.118334e-01   1.066072e+00
  2.406674e-02  -1.175031e-07   1.791675e+03   8.578406e-01   9.131737e-01   1.064069e+00
  2.453203e-02   3.982670e-07   1.676155e+03   8.180462e-01   8.863611e-01   1.059848e+00
  2.238150e-02   5.964438e-07   1.901760e+03   8.467887e-01   8.847016e-01   1.045254e+00
  1.205695e-02   6.821065e-07   2.902030e+03   6.960969e-01   8.884370e-01   1.669724e+00
  1.230132e-02  -1.238859e-06   2.876490e+03   7.039549e-01   8.949697e-01   1.660347e+00
  2.240930e-02  -1.057842e-06   1.901095e+03   8.475438e-01   8.850913e-01   1.043102e+00
  2.445504e-02  -6.480027e-08   1.685090e+03   8.198258e-01   8.849221e-01   1.056883e+00
  2.390876e-02  -2.553180e-07   1.803604e+03   8.578840e-01   9.141175e-01   1.063567e+00
  2.388805e-02  -4.735530e-08   1.805566e+03   8.580729e-01   9.132996e-01   1.067718e+00
  2.455274e-02   1.525325e-07   1.673527e+03   8.174531e-01   8.836084e-01   1.059197e+00
  2.240902e-02  -3.052280e-07   1.897696e+03   8.460180e-01   8.838909e-01   1.044938e+00
  1.192788e-02  -6.354270e-07   2.933836e+03   6.961922e-01   8.905007e-01   1.680188e+00
  1.209498e-02  -1.069372e-06   2.931443e+03   7.053698e-01   8.917903e-01   1.652162e+00
  2.234411e-02   5.481337e-07   1.910942e+03   8.494555e-01   8.866599e-01   1.045085e+00
  2.452869e-02  -9.611743e-07   1.678999e+03   8.193224e-01   8.866775e-01   1.059241e+00
  2.394167e-02  -8.372606e-07   1.804005e+03   8.592554e-01   9.135702e-01   1.067370e+00
  2.384440e-02   8.697447e-07   1.812577e+03   8.598306e-01   9.145031e-01   1.065509e+00
  2.450464e-02   8.289959e-08   1.680251e+03   8.191296e-01   8.850436e-01   1.060690e+00
  2.234030e-02  -2.887921e-07   1.903948e+03   8.462021e-01   8.841653e-01   1.044394e+00
  1.206354e-02   5.789745e-07   2.910641e+03   6.985438e-01   8.910430e-01   1.671862e+00
  1.212932e-02  -1.501167e-07   2.909259e+03   7.020190e-01   8.896881e-01   1.663265e+00
  2.238931e-02   9.435959e-07   1.904148e+03   8.481480e-01   8.857576e-01   1.046370e+00
  2.449894e-02  -5.487876e-07   1.680650e+03   8.191337e-01   8.858247e-01   1.058645e+00
