# Spin Glass MC Results T=1.00
# Columns: sweep  energy_density  magnetization_density  overlap  overlap_squared
    73      -1.40716394       0.00000000      -0.06250000       0.00390625
    74      -1.43177134       0.09375000      -0.15625000       0.02441406
    75      -1.37306915       0.03125000      -0.06250000       0.00390625
    76      -1.35961305       0.06250000      -0.03125000       0.00097656
    77      -1.45221953       0.06250000       0.03125000       0.00097656
    78      -1.38014173       0.12500000      -0.12500000       0.01562500
    79      -1.43250331       0.21875000      -0.21875000       0.04785156
    80      -1.46555909       0.18750000       0.00000000       0.00000000
    81      -1.44113716       0.18750000       0.03125000       0.00097656
    82      -1.43150973       0.15625000      -0.15625000       0.02441406
    83      -1.46127140       0.06250000      -0.12500000       0.01562500
    84      -1.36424349       0.09375000      -0.15625000       0.02441406
    85      -1.25015112       0.03125000      -0.34375000       0.11816406
    86      -1.41408888       0.12500000      -0.37500000       0.14062500
    87      -1.41135328       0.00000000      -0.18750000       0.03515625
    88      -1.44563173       0.00000000      -0.31250000       0.09765625
    89      -1.47128742       0.00000000      -0.50000000       0.25000000
    90      -1.41340144       0.09375000      -0.18750000       0.03515625
    91      -1.43939317       0.06250000      -0.06250000       0.00390625
    92      -1.40105693       0.03125000      -0.34375000       0.11816406
    93      -1.46965599       0.03125000      -0.31250000       0.09765625
    94      -1.43427643       0.06250000      -0.34375000       0.11816406
    95      -1.44696260       0.00000000      -0.12500000       0.01562500
    96      -1.46682633       0.06250000      -0.25000000       0.06250000
    97      -1.50399187       0.09375000      -0.15625000       0.02441406
    98      -1.48568325       0.00000000      -0.18750000       0.03515625
    99      -1.42667030       0.03125000      -0.34375000       0.11816406
   100      -1.41294280       0.03125000      -0.25000000       0.06250000
   101      -1.44949571       0.00000000      -0.15625000       0.02441406
   102      -1.48624859       0.06250000      -0.15625000       0.02441406
   103      -1.41592443       0.12500000      -0.40625000       0.16503906
   104      -1.42337289       0.09375000      -0.37500000       0.14062500
   105      -1.41528702       0.09375000      -0.43750000       0.19140625
   106      -1.46473932       0.00000000      -0.18750000       0.03515625
   107      -1.43892011       0.09375000      -0.09375000       0.00878906
   108      -1.43649363       0.06250000      -0.18750000       0.03515625
   109      -1.50399187       0.09375000      -0.31250000       0.09765625
   110      -1.46841044       0.06250000      -0.09375000       0.00878906
   111      -1.49189006       0.12500000      -0.18750000       0.03515625
   112      -1.37677571       0.00000000      -0.09375000       0.00878906
   113      -1.43179409       0.03125000      -0.21875000       0.04785156
   114      -1.47216695       0.06250000      -0.06250000       0.00390625
   115      -1.43814485       0.03125000      -0.09375000       0.00878906
   116      -1.46789893       0.03125000      -0.15625000       0.02441406
   117      -1.48101413       0.12500000      -0.09375000       0.00878906
   118      -1.46935765       0.00000000      -0.18750000       0.03515625
   119      -1.37446839       0.12500000      -0.03125000       0.00097656
   120      -1.42655249       0.00000000      -0.09375000       0.00878906
   121      -1.44335373       0.09375000      -0.21875000       0.04785156
   122      -1.40013371       0.00000000      -0.15625000       0.02441406
   123      -1.38538148       0.15625000      -0.43750000       0.19140625
   124      -1.35827604       0.09375000      -0.50000000       0.25000000
   125      -1.33594140       0.06250000      -0.43750000       0.19140625
   126      -1.37770743       0.15625000      -0.46875000       0.21972656
   127      -1.43082445       0.00000000      -0.25000000       0.06250000
   128      -1.43073990       0.03125000      -0.25000000       0.06250000
   129      -1.46447284       0.09375000      -0.31250000       0.09765625
   130      -1.44224881       0.00000000      -0.34375000       0.11816406
   131      -1.39229157       0.03125000      -0.28125000       0.07910156
   132      -1.41475861       0.03125000      -0.25000000       0.06250000
   133      -1.49068462       0.06250000      -0.46875000       0.21972656
   134      -1.45140175       0.06250000      -0.43750000       0.19140625
   135      -1.48138977       0.00000000      -0.21875000       0.04785156
   136      -1.37366450       0.00000000      -0.15625000       0.02441406
   137      -1.37316460       0.15625000      -0.25000000       0.06250000
   138      -1.40877232       0.12500000      -0.06250000       0.00390625
   139      -1.45817511       0.18750000       0.12500000       0.01562500
   140      -1.48555180       0.25000000       0.03125000       0.00097656
   141      -1.44203440       0.09375000      -0.09375000       0.00878906
   142      -1.43376218       0.09375000      -0.28125000       0.07910156
   143      -1.45610621       0.12500000      -0.18750000       0.03515625
   144      -1.45261061       0.18750000      -0.09375000       0.00878906
   145      -1.37359089       0.21875000       0.18750000       0.03515625
   146      -1.31116126       0.15625000       0.18750000       0.03515625
   147      -1.42223245       0.18750000       0.06250000       0.00390625
   148      -1.39941205       0.18750000      -0.12500000       0.01562500
   149      -1.46891228       0.21875000       0.03125000       0.00097656
   150      -1.40758535       0.06250000       0.00000000       0.00000000
   151      -1.48717034       0.09375000      -0.15625000       0.02441406
   152      -1.44786350       0.09375000      -0.09375000       0.00878906
   153      -1.40663433       0.25000000      -0.18750000       0.03515625
   154      -1.39730208       0.18750000      -0.31250000       0.09765625
   155      -1.49415717       0.12500000      -0.15625000       0.02441406
   156      -1.49296199       0.12500000      -0.15625000       0.02441406
   157      -1.45991146       0.18750000      -0.25000000       0.06250000
   158      -1.46033888       0.15625000      -0.06250000       0.00390625
   159      -1.46515124       0.18750000       0.06250000       0.00390625
   160      -1.43738236       0.15625000       0.09375000       0.00878906
   161      -1.46617968       0.25000000       0.00000000       0.00000000
   162      -1.49000198       0.15625000      -0.15625000       0.02441406
   163      -1.48394485       0.21875000       0.03125000       0.00097656
   164      -1.45534837       0.18750000      -0.06250000       0.00390625
   165      -1.38384221       0.21875000       0.03125000       0.00097656
   166      -1.42135187       0.03125000       0.03125000       0.00097656
   167      -1.44185602       0.15625000      -0.06250000       0.00390625
   168      -1.44656846       0.09375000      -0.03125000       0.00097656
   169      -1.49393719       0.12500000      -0.15625000       0.02441406
   170      -1.41474397       0.06250000      -0.15625000       0.02441406
   171      -1.49752855       0.06250000      -0.18750000       0.03515625
   172      -1.48802846       0.06250000      -0.12500000       0.01562500
   173      -1.45422933       0.09375000      -0.09375000       0.00878906
   174      -1.42678329       0.12500000      -0.03125000       0.00097656
   175      -1.41630304       0.09375000      -0.06250000       0.00390625
   176      -1.41425766       0.09375000      -0.03125000       0.00097656
   177      -1.46885466       0.12500000       0.09375000       0.00878906
   178      -1.42124915       0.18750000       0.15625000       0.02441406
   179      -1.41006910       0.15625000       0.03125000       0.00097656
   180      -1.49619590       0.09375000      -0.12500000       0.01562500
   181      -1.45120450       0.00000000      -0.25000000       0.06250000
   182      -1.48191609       0.00000000      -0.43750000       0.19140625
   183      -1.37409856       0.03125000      -0.43750000       0.19140625
   184      -1.50438989       0.03125000      -0.59375000       0.35253906
   185      -1.43446736       0.03125000      -0.65625000       0.43066406
   186      -1.42984312       0.03125000      -0.84375000       0.71191406
   187      -1.43207839       0.06250000      -0.75000000       0.56250000
   188      -1.43790872       0.03125000      -0.78125000       0.61035156
   189      -1.48066733       0.03125000      -0.75000000       0.56250000
   190      -1.43727292       0.00000000      -0.75000000       0.56250000
   191      -1.31644753       0.00000000      -0.46875000       0.21972656
   192      -1.36691239       0.03125000      -0.62500000       0.39062500
   193      -1.39604377       0.09375000      -0.65625000       0.43066406
   194      -1.41918615       0.03125000      -0.75000000       0.56250000
   195      -1.42973906       0.09375000      -0.75000000       0.56250000
   196      -1.47199117       0.03125000      -0.65625000       0.43066406
   197      -1.48191609       0.00000000      -0.62500000       0.39062500
   198      -1.45629122       0.06250000      -0.75000000       0.56250000
   199      -1.35085460       0.06250000      -0.78125000       0.61035156
   200      -1.32498799       0.06250000      -0.53125000       0.28222656
   201      -1.32557195       0.06250000      -0.50000000       0.25000000
   202      -1.35012317       0.00000000      -0.59375000       0.35253906
   203      -1.45001465       0.03125000      -0.53125000       0.28222656
   204      -1.41966515       0.06250000      -0.71875000       0.51660156
   205      -1.41079631       0.03125000      -0.71875000       0.51660156
   206      -1.42650035       0.12500000      -0.75000000       0.56250000
   207      -1.40502942       0.06250000      -0.62500000       0.39062500
   208      -1.42335492       0.12500000      -0.71875000       0.51660156
   209      -1.41656204       0.15625000      -0.71875000       0.51660156
   210      -1.40141777       0.03125000      -0.81250000       0.66015625
   211      -1.37750395       0.15625000      -0.56250000       0.31640625
   212      -1.43483668       0.03125000      -0.56250000       0.31640625
   213      -1.34012167       0.03125000      -0.59375000       0.35253906
   214      -1.31855482       0.00000000      -0.53125000       0.28222656
   215      -1.37825230       0.06250000      -0.62500000       0.39062500
   216      -1.45328421       0.12500000      -0.50000000       0.25000000
   217      -1.40341298       0.03125000      -0.62500000       0.39062500
   218      -1.45758960       0.06250000      -0.71875000       0.51660156
   219      -1.49045570       0.06250000      -0.65625000       0.43066406
   220      -1.37499733       0.00000000      -0.65625000       0.43066406
   221      -1.48493520       0.09375000      -0.53125000       0.28222656
   222      -1.42166261       0.03125000      -0.59375000       0.35253906
   223      -1.47764520       0.09375000      -0.62500000       0.39062500
   224      -1.49170446       0.03125000      -0.78125000       0.61035156
   225      -1.43647450       0.00000000      -0.46875000       0.21972656
   226      -1.37265875       0.03125000      -0.59375000       0.35253906
   227      -1.46807251       0.03125000      -0.46875000       0.21972656
   228      -1.45676781       0.06250000      -0.68750000       0.47265625
   229      -1.37351428       0.06250000      -0.40625000       0.16503906
   230      -1.33582595       0.06250000      -0.46875000       0.21972656
   231      -1.42805621       0.03125000      -0.59375000       0.35253906
   232      -1.44906458       0.03125000      -0.68750000       0.47265625
   233      -1.49554413       0.15625000      -0.65625000       0.43066406
   234      -1.46278280       0.03125000      -0.59375000       0.35253906
   235      -1.34638781       0.03125000      -0.56250000       0.31640625
   236      -1.39450482       0.00000000      -0.46875000       0.21972656
   237      -1.42465622       0.06250000      -0.62500000       0.39062500
   238      -1.41093573       0.03125000      -0.46875000       0.21972656
   239      -1.44145434       0.03125000      -0.53125000       0.28222656
   240      -1.24740683       0.00000000      -0.31250000       0.09765625
   241      -1.42513480       0.09375000      -0.56250000       0.31640625
   242      -1.36959705       0.03125000      -0.31250000       0.09765625
   243      -1.27584153       0.21875000      -0.31250000       0.09765625
   244      -1.36090048       0.18750000      -0.43750000       0.19140625
   245      -1.37048464       0.09375000      -0.43750000       0.19140625
   246      -1.34427515       0.03125000      -0.50000000       0.25000000
   247      -1.35244283       0.03125000      -0.59375000       0.35253906
   248      -1.43301170       0.03125000      -0.75000000       0.56250000
   249      -1.36317733       0.06250000      -0.62500000       0.39062500
   250      -1.45007028       0.00000000      -0.75000000       0.56250000
   251      -1.46683239       0.03125000      -0.81250000       0.66015625
   252      -1.48303444       0.03125000      -0.75000000       0.56250000
   253      -1.37794520       0.09375000      -0.78125000       0.61035156
   254      -1.49619590       0.09375000      -0.81250000       0.66015625
   255      -1.42770617       0.06250000      -0.65625000       0.43066406
   256      -1.31782300       0.09375000      -0.59375000       0.35253906
   257      -1.25491259       0.06250000      -0.56250000       0.31640625
   258      -1.38745322       0.15625000      -0.53125000       0.28222656
   259      -1.46114826       0.06250000      -0.71875000       0.51660156
   260      -1.34166327       0.21875000      -0.71875000       0.51660156
   261      -1.46447636       0.21875000      -0.71875000       0.51660156
   262      -1.41241640       0.12500000      -0.71875000       0.51660156
   263      -1.40846177       0.12500000      -0.56250000       0.31640625
   264      -1.44427315       0.12500000      -0.71875000       0.51660156
   265      -1.35405691       0.12500000      -0.68750000       0.47265625
   266      -1.26894920       0.03125000      -0.50000000       0.25000000
   267      -1.46402083       0.09375000      -0.68750000       0.47265625
   268      -1.41510113       0.09375000      -0.65625000       0.43066406
   269      -1.39457744       0.06250000      -0.75000000       0.56250000
   270      -1.39196020       0.09375000      -0.71875000       0.51660156
   271      -1.44494483       0.09375000      -0.62500000       0.39062500
   272      -1.46354430       0.15625000      -0.53125000       0.28222656
   273      -1.40607574       0.12500000      -0.65625000       0.43066406
   274      -1.41621063       0.12500000      -0.53125000       0.28222656
   275      -1.30236261       0.06250000      -0.65625000       0.43066406
   276      -1.41262566       0.03125000      -0.68750000       0.47265625
   277      -1.40914279       0.21875000      -0.75000000       0.56250000
   278      -1.41654923       0.06250000      -0.65625000       0.43066406
   279      -1.43750609       0.00000000      -0.50000000       0.25000000
   280      -1.41362051       0.00000000      -0.59375000       0.35253906
   281      -1.42039615       0.12500000      -0.56250000       0.31640625
   282      -1.42383644       0.12500000      -0.75000000       0.56250000
   283      -1.32999570       0.09375000      -0.68750000       0.47265625
   284      -1.36077243       0.06250000      -0.68750000       0.47265625
   285      -1.45549679       0.09375000      -0.65625000       0.43066406
   286      -1.23513303       0.15625000      -0.62500000       0.39062500
   287      -1.39278519       0.18750000      -0.65625000       0.43066406
   288      -1.25754095       0.09375000      -0.46875000       0.21972656
   289      -1.32315534       0.21875000      -0.68750000       0.47265625
   290      -1.45773638       0.12500000      -0.68750000       0.47265625
   291      -1.44997981       0.25000000      -0.65625000       0.43066406
   292      -1.48872734       0.25000000      -0.75000000       0.56250000
   293      -1.45439218       0.15625000      -0.78125000       0.61035156
   294      -1.42952000       0.09375000      -0.78125000       0.61035156
   295      -1.38376945       0.12500000      -0.71875000       0.51660156
   296      -1.28414274       0.12500000      -0.65625000       0.43066406
   297      -1.43168899       0.15625000      -0.68750000       0.47265625
   298      -1.35580388       0.03125000      -0.53125000       0.28222656
   299      -1.34220796       0.09375000      -0.62500000       0.39062500

# Summary Statistics
# beta = 1.000000
# <E>/N = -1.41737760
# Var(E)/N = 0.00270361
# <|m|> = 0.08500000
# <q> = -0.32989583
# <q^2> = 0.18413086
# Binder cumulant g = 0.38653650
# chi_SG = 11.78437500
# C_V = 0.17360995
# Acceptance ratio = 0.120703
# tau_int(E) = 4.1884
# tau_int(q) = 34.6051
