# Spin Glass MC Results T=3.00
# Columns: sweep  energy_density  magnetization_density  overlap  overlap_squared
    72      -0.57672901       0.15625000      -0.03125000       0.00097656
    73      -0.77154590       0.00000000       0.18750000       0.03515625
    74      -0.41905053       0.12500000       0.25000000       0.06250000
    75      -0.41043613       0.15625000       0.03125000       0.00097656
    76      -0.47507778       0.00000000      -0.03125000       0.00097656
    77      -0.63219697       0.18750000       0.12500000       0.01562500
    78      -0.76324025       0.00000000      -0.06250000       0.00390625
    79      -0.81332769       0.09375000      -0.18750000       0.03515625
    80      -0.78991678       0.15625000      -0.03125000       0.00097656
    81      -0.73645034       0.03125000       0.15625000       0.02441406
    82      -0.68289564       0.09375000      -0.15625000       0.02441406
    83      -0.54992161       0.18750000      -0.03125000       0.00097656
    84      -0.55167881       0.09375000       0.06250000       0.00390625
    85      -0.73147464       0.15625000       0.21875000       0.04785156
    86      -0.69653239       0.03125000       0.03125000       0.00097656
    87      -0.82284889       0.00000000       0.34375000       0.11816406
    88      -0.61147529       0.06250000       0.00000000       0.00000000
    89      -0.76486924       0.09375000       0.06250000       0.00390625
    90      -1.02287607       0.00000000       0.25000000       0.06250000
    91      -0.89052885       0.03125000       0.00000000       0.00000000
    92      -0.87723029       0.06250000       0.12500000       0.01562500
    93      -0.80538271       0.03125000      -0.12500000       0.01562500
    94      -0.82228451       0.06250000       0.12500000       0.01562500
    95      -0.83974794       0.00000000       0.03125000       0.00097656
    96      -0.67803359       0.03125000       0.06250000       0.00390625
    97      -0.72677288       0.06250000      -0.21875000       0.04785156
    98      -1.00714190       0.15625000       0.21875000       0.04785156
    99      -0.97076322       0.06250000      -0.06250000       0.00390625
   100      -0.56726424       0.09375000       0.00000000       0.00000000
   101      -0.85749169       0.03125000       0.28125000       0.07910156
   102      -0.69079958       0.03125000       0.09375000       0.00878906
   103      -0.88621607       0.00000000       0.12500000       0.01562500
   104      -0.69753889       0.06250000       0.21875000       0.04785156
   105      -0.77876690       0.25000000       0.34375000       0.11816406
   106      -0.82546861       0.00000000       0.12500000       0.01562500
   107      -0.42089448       0.12500000       0.06250000       0.00390625
   108      -0.60734141       0.06250000       0.06250000       0.00390625
   109      -0.79436150       0.12500000      -0.03125000       0.00097656
   110      -0.71208111       0.25000000      -0.28125000       0.07910156
   111      -0.99276188       0.18750000       0.25000000       0.06250000
   112      -0.84370014       0.12500000       0.25000000       0.06250000
   113      -0.61596706       0.06250000       0.34375000       0.11816406
   114      -0.83650760       0.09375000       0.00000000       0.00000000
   115      -1.11402136       0.12500000       0.03125000       0.00097656
   116      -0.71998691       0.12500000       0.00000000       0.00000000
   117      -0.87887586       0.18750000       0.09375000       0.00878906
   118      -0.87373917       0.34375000       0.03125000       0.00097656
   119      -0.95721138       0.06250000      -0.06250000       0.00390625
   120      -0.83408757       0.09375000       0.03125000       0.00097656
   121      -0.96067959       0.00000000       0.31250000       0.09765625
   122      -0.64680379       0.21875000       0.03125000       0.00097656
   123      -0.21828142       0.21875000       0.12500000       0.01562500
   124      -0.51331402       0.12500000       0.15625000       0.02441406
   125      -0.56842901       0.06250000      -0.12500000       0.01562500
   126      -0.71134037       0.03125000       0.21875000       0.04785156
   127      -1.00753918       0.09375000       0.34375000       0.11816406
   128      -1.01126923       0.00000000       0.06250000       0.00390625
   129      -0.81196557       0.12500000       0.03125000       0.00097656
   130      -0.93582322       0.06250000       0.25000000       0.06250000
   131      -0.93538875       0.03125000       0.28125000       0.07910156
   132      -0.36142118       0.03125000       0.06250000       0.00390625
   133      -0.74381256       0.03125000      -0.06250000       0.00390625
   134      -0.74592903       0.03125000      -0.12500000       0.01562500
   135      -0.74693010       0.09375000       0.28125000       0.07910156
   136      -0.97490044       0.12500000      -0.12500000       0.01562500
   137      -0.61913497       0.15625000       0.12500000       0.01562500
   138      -0.55650835       0.21875000      -0.15625000       0.02441406
   139      -0.79782374       0.12500000      -0.28125000       0.07910156
   140      -0.64274180       0.31250000      -0.21875000       0.04785156
   141      -0.60938411       0.18750000      -0.09375000       0.00878906
   142      -0.58959846       0.03125000      -0.03125000       0.00097656
   143      -0.83986131       0.15625000      -0.18750000       0.03515625
   144      -0.96148833       0.31250000       0.06250000       0.00390625
   145      -0.74175720       0.03125000       0.21875000       0.04785156
   146      -0.61296369       0.03125000      -0.06250000       0.00390625
   147      -0.74680049       0.18750000      -0.15625000       0.02441406
   148      -0.52836746       0.06250000      -0.09375000       0.00878906
   149      -0.59658900       0.09375000      -0.25000000       0.06250000
   150      -0.63132036       0.03125000      -0.06250000       0.00390625
   151      -0.67066885       0.18750000      -0.18750000       0.03515625
   152      -1.09098830       0.09375000       0.03125000       0.00097656
   153      -0.70746947       0.21875000       0.09375000       0.00878906
   154      -0.64700543       0.12500000      -0.15625000       0.02441406
   155      -0.45854542       0.15625000       0.00000000       0.00000000
   156      -0.80889748       0.06250000       0.00000000       0.00000000
   157      -0.83478350       0.25000000       0.06250000       0.00390625
   158      -0.74772688       0.06250000       0.25000000       0.06250000
   159      -0.61414414       0.06250000       0.12500000       0.01562500
   160      -0.83146720       0.09375000       0.25000000       0.06250000
   161      -0.75700238       0.21875000      -0.18750000       0.03515625
   162      -0.75140637       0.00000000      -0.09375000       0.00878906
   163      -0.91266523       0.21875000      -0.15625000       0.02441406
   164      -0.84673376       0.09375000      -0.06250000       0.00390625
   165      -1.19961535       0.06250000      -0.15625000       0.02441406
   166      -0.95715331       0.09375000      -0.09375000       0.00878906
   167      -0.77901991       0.06250000      -0.12500000       0.01562500
   168      -0.81967520       0.15625000      -0.15625000       0.02441406
   169      -0.92783930       0.06250000       0.18750000       0.03515625
   170      -0.96800512       0.12500000       0.34375000       0.11816406
   171      -0.75190264       0.06250000       0.03125000       0.00097656
   172      -0.74612222       0.12500000       0.21875000       0.04785156
   173      -0.81061607       0.03125000       0.15625000       0.02441406
   174      -0.74185794       0.21875000      -0.03125000       0.00097656
   175      -0.87100767       0.06250000       0.06250000       0.00390625
   176      -0.62551916       0.03125000       0.09375000       0.00878906
   177      -0.78914479       0.03125000       0.03125000       0.00097656
   178      -0.96790967       0.31250000       0.00000000       0.00000000
   179      -0.93941861       0.03125000      -0.15625000       0.02441406
   180      -0.69461274       0.21875000       0.06250000       0.00390625
   181      -0.79730444       0.03125000      -0.25000000       0.06250000
   182      -0.97235908       0.15625000      -0.06250000       0.00390625
   183      -0.88108838       0.03125000       0.21875000       0.04785156
   184      -0.85922369       0.06250000       0.25000000       0.06250000
   185      -0.42944752       0.09375000       0.34375000       0.11816406
   186      -0.58324226       0.06250000       0.03125000       0.00097656
   187      -0.72183613       0.06250000       0.06250000       0.00390625
   188      -0.80297326       0.03125000      -0.21875000       0.04785156
   189      -0.96185306       0.06250000      -0.40625000       0.16503906
   190      -0.68765991       0.18750000       0.09375000       0.00878906
   191      -0.76227429       0.06250000      -0.06250000       0.00390625
   192      -0.81763096       0.06250000       0.03125000       0.00097656
   193      -1.03651469       0.15625000       0.06250000       0.00390625
   194      -0.89472488       0.00000000       0.09375000       0.00878906
   195      -0.64100366       0.03125000      -0.15625000       0.02441406
   196      -0.85922913       0.06250000       0.12500000       0.01562500
   197      -0.73752444       0.21875000       0.25000000       0.06250000
   198      -0.64492862       0.18750000       0.18750000       0.03515625
   199      -0.72871165       0.06250000       0.34375000       0.11816406
   200      -0.72677917       0.09375000       0.50000000       0.25000000
   201      -0.84180843       0.03125000       0.21875000       0.04785156
   202      -0.89960244       0.09375000      -0.09375000       0.00878906
   203      -0.62896405       0.00000000       0.15625000       0.02441406
   204      -0.49819086       0.18750000       0.06250000       0.00390625
   205      -0.86445267       0.06250000      -0.03125000       0.00097656
   206      -0.81652583       0.12500000      -0.03125000       0.00097656
   207      -0.80367676       0.06250000       0.00000000       0.00000000
   208      -0.70653950       0.28125000       0.28125000       0.07910156
   209      -0.87918761       0.09375000       0.18750000       0.03515625
   210      -0.52583628       0.00000000      -0.21875000       0.04785156
   211      -0.41991798       0.12500000       0.03125000       0.00097656
   212      -0.75587823       0.00000000       0.37500000       0.14062500
   213      -0.89759558       0.09375000       0.09375000       0.00878906
   214      -0.48086730       0.15625000       0.09375000       0.00878906
   215      -0.52057925       0.03125000       0.06250000       0.00390625
   216      -0.73253484       0.03125000      -0.18750000       0.03515625
   217      -0.54805353       0.09375000      -0.06250000       0.00390625
   218      -0.90059772       0.03125000      -0.21875000       0.04785156
   219      -0.96273573       0.03125000      -0.18750000       0.03515625
   220      -0.97005206       0.25000000      -0.03125000       0.00097656
   221      -0.92313923       0.18750000      -0.03125000       0.00097656
   222      -0.70848534       0.31250000      -0.18750000       0.03515625
   223      -0.75990759       0.12500000      -0.15625000       0.02441406
   224      -0.39781057       0.00000000       0.00000000       0.00000000
   225      -0.83955556       0.03125000      -0.28125000       0.07910156
   226      -0.85168730       0.03125000       0.03125000       0.00097656
   227      -0.63667042       0.15625000      -0.15625000       0.02441406
   228      -0.52371097       0.03125000      -0.28125000       0.07910156
   229      -0.58259065       0.18750000       0.06250000       0.00390625
   230      -0.69853281       0.06250000       0.09375000       0.00878906
   231      -0.86056981       0.00000000       0.31250000       0.09765625
   232      -0.83356462       0.06250000       0.12500000       0.01562500
   233      -0.64318891       0.03125000       0.06250000       0.00390625
   234      -0.98820882       0.06250000      -0.06250000       0.00390625
   235      -1.02021678       0.03125000      -0.06250000       0.00390625
   236      -0.86785765       0.06250000      -0.03125000       0.00097656
   237      -0.70959928       0.18750000       0.18750000       0.03515625
   238      -0.87012709       0.12500000      -0.18750000       0.03515625
   239      -0.46103342       0.03125000      -0.12500000       0.01562500
   240      -0.63247999       0.34375000      -0.12500000       0.01562500
   241      -0.69765512       0.09375000       0.18750000       0.03515625
   242      -0.67904379       0.03125000       0.00000000       0.00000000
   243      -0.70943334       0.06250000       0.28125000       0.07910156
   244      -0.95083975       0.12500000      -0.06250000       0.00390625
   245      -0.87162838       0.09375000      -0.25000000       0.06250000
   246      -0.51943968       0.06250000      -0.12500000       0.01562500
   247      -0.92995318       0.00000000      -0.31250000       0.09765625
   248      -0.55145177       0.03125000      -0.28125000       0.07910156
   249      -0.68758385       0.03125000      -0.21875000       0.04785156
   250      -0.58200716       0.06250000       0.00000000       0.00000000
   251      -0.81448998       0.18750000       0.06250000       0.00390625
   252      -0.89171143       0.15625000      -0.12500000       0.01562500
   253      -0.76847823       0.18750000      -0.03125000       0.00097656
   254      -0.63468427       0.21875000       0.18750000       0.03515625
   255      -0.65847236       0.03125000       0.06250000       0.00390625
   256      -0.42413087       0.03125000       0.03125000       0.00097656
   257      -0.63114851       0.15625000       0.09375000       0.00878906
   258      -0.85092972       0.00000000       0.31250000       0.09765625
   259      -0.83480572       0.09375000      -0.15625000       0.02441406
   260      -0.93575501       0.00000000       0.03125000       0.00097656
   261      -0.71647676       0.21875000       0.00000000       0.00000000
   262      -0.77608313       0.03125000       0.15625000       0.02441406
   263      -0.55128073       0.00000000      -0.09375000       0.00878906
   264      -0.55481905       0.18750000      -0.12500000       0.01562500
   265      -0.55954681       0.18750000       0.00000000       0.00000000
   266      -0.74966433       0.12500000      -0.12500000       0.01562500
   267      -0.66918612       0.15625000       0.00000000       0.00000000
   268      -0.73259405       0.18750000       0.12500000       0.01562500
   269      -0.65854588       0.18750000       0.03125000       0.00097656
   270      -1.10311526       0.00000000      -0.34375000       0.11816406
   271      -1.10969899       0.03125000      -0.12500000       0.01562500
   272      -0.93067657       0.03125000      -0.03125000       0.00097656
   273      -0.72899731       0.06250000       0.06250000       0.00390625
   274      -0.87707304       0.00000000       0.00000000       0.00000000
   275      -0.75588224       0.03125000      -0.25000000       0.06250000
   276      -0.70288589       0.06250000      -0.12500000       0.01562500
   277      -0.59903204       0.00000000       0.18750000       0.03515625
   278      -0.66716699       0.09375000       0.15625000       0.02441406
   279      -0.74256022       0.06250000       0.00000000       0.00000000
   280      -0.70625935       0.03125000       0.15625000       0.02441406
   281      -0.92206269       0.00000000      -0.31250000       0.09765625
   282      -0.80510122       0.00000000      -0.03125000       0.00097656
   283      -0.69649911       0.09375000      -0.12500000       0.01562500
   284      -0.90164709       0.06250000      -0.28125000       0.07910156
   285      -0.73997186       0.09375000      -0.34375000       0.11816406
   286      -0.99899253       0.31250000      -0.09375000       0.00878906
   287      -0.55957376       0.15625000      -0.15625000       0.02441406
   288      -0.63863647       0.12500000      -0.18750000       0.03515625
   289      -0.62384217       0.12500000      -0.03125000       0.00097656
   290      -0.73983488       0.25000000      -0.25000000       0.06250000
   291      -0.81561507       0.06250000      -0.40625000       0.16503906
   292      -0.80133534       0.09375000      -0.12500000       0.01562500
   293      -0.67882289       0.00000000      -0.03125000       0.00097656
   294      -0.85637278       0.25000000      -0.06250000       0.00390625
   295      -0.53850654       0.18750000       0.09375000       0.00878906
   296      -0.62840359       0.18750000       0.06250000       0.00390625
   297      -0.88180665       0.03125000      -0.18750000       0.03515625
   298      -0.94403127       0.00000000       0.18750000       0.03515625
   299      -0.53656951       0.06250000       0.12500000       0.01562500

# Summary Statistics
# beta = 0.333333
# <E>/N = -0.75157110
# Var(E)/N = 0.02546629
# <|m|> = 0.09479167
# <q> = 0.00437500
# <q^2> = 0.02698568
# Binder cumulant g = 0.13751290
# chi_SG = 1.72708333
# C_V = 0.18169928
# Acceptance ratio = 0.476953
# tau_int(E) = 0.1353
# tau_int(q) = 1.3120
