# Spin Glass MC Results T=2.00
# Columns: sweep  energy_density  magnetization_density  overlap  overlap_squared
    75      -0.99035728       0.03125000       0.03125000       0.00097656
    76      -0.86757765       0.03125000      -0.25000000       0.06250000
    77      -1.14476182       0.06250000      -0.46875000       0.21972656
    78      -0.91314656       0.06250000      -0.28125000       0.07910156
    79      -0.91766093       0.34375000      -0.21875000       0.04785156
    80      -0.94399249       0.15625000      -0.21875000       0.04785156
    81      -0.93324514       0.03125000      -0.37500000       0.14062500
    82      -0.96464062       0.09375000      -0.12500000       0.01562500
    83      -0.94294222       0.00000000      -0.15625000       0.02441406
    84      -1.03826087       0.06250000      -0.28125000       0.07910156
    85      -1.10376184       0.06250000      -0.31250000       0.09765625
    86      -1.10432802       0.03125000      -0.09375000       0.00878906
    87      -1.29578571       0.06250000      -0.09375000       0.00878906
    88      -1.12454303       0.03125000      -0.28125000       0.07910156
    89      -0.90128049       0.12500000      -0.21875000       0.04785156
    90      -1.02929319       0.06250000       0.00000000       0.00000000
    91      -0.82734965       0.15625000       0.06250000       0.00390625
    92      -1.10393191       0.06250000      -0.12500000       0.01562500
    93      -1.13418829       0.12500000       0.28125000       0.07910156
    94      -1.20344842       0.18750000       0.46875000       0.21972656
    95      -1.13245040       0.25000000       0.46875000       0.21972656
    96      -1.33837590       0.12500000       0.25000000       0.06250000
    97      -1.01661432       0.15625000       0.53125000       0.28222656
    98      -1.16593503       0.09375000       0.50000000       0.25000000
    99      -1.13213450       0.31250000       0.28125000       0.07910156
   100      -1.14121022       0.15625000       0.21875000       0.04785156
   101      -1.11547800       0.25000000       0.34375000       0.11816406
   102      -0.91571235       0.09375000       0.50000000       0.25000000
   103      -0.83967404       0.18750000       0.18750000       0.03515625
   104      -1.00869362       0.06250000       0.21875000       0.04785156
   105      -0.98166673       0.03125000       0.25000000       0.06250000
   106      -0.84655294       0.12500000       0.18750000       0.03515625
   107      -1.16504234       0.06250000      -0.06250000       0.00390625
   108      -0.88064914       0.12500000       0.06250000       0.00390625
   109      -0.74992474       0.09375000       0.56250000       0.31640625
   110      -0.70499794       0.00000000       0.15625000       0.02441406
   111      -1.08351871       0.18750000       0.09375000       0.00878906
   112      -1.16120096       0.15625000       0.37500000       0.14062500
   113      -1.09389928       0.34375000       0.37500000       0.14062500
   114      -1.06639403       0.25000000       0.21875000       0.04785156
   115      -0.99951311       0.31250000       0.15625000       0.02441406
   116      -1.09568522       0.09375000      -0.28125000       0.07910156
   117      -1.12725937       0.18750000      -0.15625000       0.02441406
   118      -0.91062666       0.15625000       0.18750000       0.03515625
   119      -1.06186366       0.03125000       0.12500000       0.01562500
   120      -0.86921706       0.06250000       0.25000000       0.06250000
   121      -1.01342331       0.15625000      -0.06250000       0.00390625
   122      -1.13885773       0.00000000       0.06250000       0.00390625
   123      -1.07644608       0.12500000      -0.06250000       0.00390625
   124      -1.12969746       0.12500000      -0.31250000       0.09765625
   125      -0.87210653       0.15625000      -0.12500000       0.01562500
   126      -1.17577519       0.09375000      -0.06250000       0.00390625
   127      -0.95639230       0.12500000       0.00000000       0.00000000
   128      -1.21519305       0.15625000      -0.31250000       0.09765625
   129      -0.96783459       0.06250000      -0.12500000       0.01562500
   130      -1.01783046       0.03125000      -0.09375000       0.00878906
   131      -0.88632564       0.28125000      -0.03125000       0.00097656
   132      -1.02130210       0.00000000       0.03125000       0.00097656
   133      -0.92616429       0.25000000       0.06250000       0.00390625
   134      -0.95620827       0.06250000       0.03125000       0.00097656
   135      -1.15551962       0.12500000      -0.06250000       0.00390625
   136      -0.80628336       0.15625000      -0.03125000       0.00097656
   137      -1.02565833       0.03125000       0.21875000       0.04785156
   138      -0.73997780       0.06250000       0.03125000       0.00097656
   139      -1.01797444       0.06250000       0.03125000       0.00097656
   140      -0.96726547       0.09375000      -0.31250000       0.09765625
   141      -1.13623044       0.06250000      -0.03125000       0.00097656
   142      -1.04411743       0.03125000      -0.37500000       0.14062500
   143      -1.18275469       0.03125000      -0.25000000       0.06250000
   144      -0.78851692       0.03125000      -0.31250000       0.09765625
   145      -1.14403739       0.03125000      -0.37500000       0.14062500
   146      -1.03360159       0.00000000      -0.15625000       0.02441406
   147      -0.81158979       0.06250000       0.09375000       0.00878906
   148      -1.09525069       0.18750000      -0.53125000       0.28222656
   149      -0.74731703       0.12500000      -0.12500000       0.01562500
   150      -1.13468961       0.00000000      -0.09375000       0.00878906
   151      -1.14524398       0.06250000      -0.03125000       0.00097656
   152      -1.16663080       0.15625000      -0.18750000       0.03515625
   153      -1.03962193       0.06250000       0.06250000       0.00390625
   154      -0.93000620       0.21875000      -0.28125000       0.07910156
   155      -0.80541470       0.00000000      -0.12500000       0.01562500
   156      -1.21214340       0.03125000      -0.06250000       0.00390625
   157      -0.96284984       0.03125000      -0.15625000       0.02441406
   158      -0.99857663       0.00000000      -0.15625000       0.02441406
   159      -0.87008899       0.06250000      -0.40625000       0.16503906
   160      -0.99250120       0.12500000      -0.31250000       0.09765625
   161      -1.19601305       0.15625000      -0.40625000       0.16503906
   162      -1.02939154       0.09375000      -0.03125000       0.00097656
   163      -0.83532788       0.31250000      -0.21875000       0.04785156
   164      -1.22373142       0.03125000      -0.15625000       0.02441406
   165      -1.10737474       0.03125000       0.31250000       0.09765625
   166      -0.88160616       0.15625000       0.15625000       0.02441406
   167      -1.17916837       0.00000000       0.21875000       0.04785156
   168      -1.10611269       0.09375000       0.15625000       0.02441406
   169      -1.13683856       0.06250000       0.15625000       0.02441406
   170      -1.00962963       0.21875000       0.18750000       0.03515625
   171      -1.16973062       0.09375000       0.15625000       0.02441406
   172      -1.07078446       0.03125000       0.28125000       0.07910156
   173      -1.14964239       0.18750000       0.09375000       0.00878906
   174      -0.88367861       0.06250000      -0.12500000       0.01562500
   175      -0.93457558       0.06250000      -0.15625000       0.02441406
   176      -0.95245177       0.03125000      -0.21875000       0.04785156
   177      -0.95070367       0.15625000      -0.03125000       0.00097656
   178      -1.14472486       0.18750000       0.43750000       0.19140625
   179      -1.20971075       0.12500000       0.34375000       0.11816406
   180      -1.02780897       0.25000000       0.06250000       0.00390625
   181      -1.25751893       0.06250000       0.06250000       0.00390625
   182      -1.28301997       0.09375000       0.03125000       0.00097656
   183      -1.00857880       0.09375000       0.12500000       0.01562500
   184      -1.04031766       0.06250000       0.06250000       0.00390625
   185      -1.18020306       0.09375000       0.03125000       0.00097656
   186      -1.31863251       0.03125000       0.12500000       0.01562500
   187      -0.96666010       0.09375000       0.00000000       0.00000000
   188      -0.97996356       0.00000000      -0.03125000       0.00097656
   189      -1.23705152       0.00000000       0.12500000       0.01562500
   190      -1.34706687       0.09375000       0.15625000       0.02441406
   191      -1.26998335       0.12500000      -0.12500000       0.01562500
   192      -1.27125568       0.03125000       0.12500000       0.01562500
   193      -1.21223770       0.00000000       0.43750000       0.19140625
   194      -0.98075911       0.09375000       0.31250000       0.09765625
   195      -1.02583082       0.15625000       0.18750000       0.03515625
   196      -0.92972405       0.06250000       0.00000000       0.00000000
   197      -1.06758535       0.03125000       0.06250000       0.00390625
   198      -1.02541266       0.03125000      -0.12500000       0.01562500
   199      -1.16468053       0.03125000      -0.15625000       0.02441406
   200      -1.22761415       0.09375000       0.12500000       0.01562500
   201      -1.07597531       0.03125000      -0.12500000       0.01562500
   202      -1.02108167       0.06250000       0.12500000       0.01562500
   203      -0.97641172       0.18750000      -0.18750000       0.03515625
   204      -0.85430189       0.21875000       0.31250000       0.09765625
   205      -1.09098087       0.09375000       0.21875000       0.04785156
   206      -0.90947879       0.18750000       0.21875000       0.04785156
   207      -1.05460555       0.00000000       0.15625000       0.02441406
   208      -1.10995363       0.03125000      -0.03125000       0.00097656
   209      -1.17182994       0.06250000      -0.09375000       0.00878906
   210      -0.96328961       0.12500000       0.09375000       0.00878906
   211      -0.89342090       0.00000000      -0.34375000       0.11816406
   212      -0.77543958       0.09375000      -0.09375000       0.00878906
   213      -0.91906919       0.06250000      -0.28125000       0.07910156
   214      -1.05195462       0.09375000       0.09375000       0.00878906
   215      -0.87915433       0.03125000       0.00000000       0.00000000
   216      -0.85248880       0.12500000       0.12500000       0.01562500
   217      -0.89375241       0.03125000       0.06250000       0.00390625
   218      -0.84497441       0.21875000      -0.06250000       0.00390625
   219      -0.92041846       0.09375000       0.03125000       0.00097656
   220      -1.20036838       0.18750000       0.18750000       0.03515625
   221      -1.11137367       0.06250000       0.15625000       0.02441406
   222      -1.00617574       0.15625000       0.09375000       0.00878906
   223      -1.02994025       0.06250000      -0.06250000       0.00390625
   224      -1.00240727       0.21875000      -0.06250000       0.00390625
   225      -0.79437844       0.06250000       0.09375000       0.00878906
   226      -0.83781870       0.06250000      -0.18750000       0.03515625
   227      -0.96484446       0.12500000       0.06250000       0.00390625
   228      -0.86221419       0.09375000       0.06250000       0.00390625
   229      -1.04548509       0.09375000       0.03125000       0.00097656
   230      -1.33433511       0.00000000      -0.06250000       0.00390625
   231      -1.01585786       0.06250000      -0.09375000       0.00878906
   232      -0.92598133       0.06250000      -0.25000000       0.06250000
   233      -1.01745634       0.06250000      -0.03125000       0.00097656
   234      -0.78929264       0.03125000       0.00000000       0.00000000
   235      -0.87389506       0.12500000      -0.03125000       0.00097656
   236      -0.78116734       0.12500000       0.00000000       0.00000000
   237      -1.13469577       0.21875000      -0.12500000       0.01562500
   238      -0.89139515       0.18750000      -0.09375000       0.00878906
   239      -0.84581417       0.00000000       0.09375000       0.00878906
   240      -0.89336516       0.12500000      -0.12500000       0.01562500
   241      -1.03440555       0.09375000      -0.12500000       0.01562500
   242      -1.09082229       0.12500000      -0.56250000       0.31640625
   243      -0.89735258       0.00000000      -0.28125000       0.07910156
   244      -1.09230418       0.18750000      -0.25000000       0.06250000
   245      -1.04732864       0.00000000      -0.37500000       0.14062500
   246      -0.83897315       0.06250000      -0.25000000       0.06250000
   247      -1.09184486       0.03125000      -0.34375000       0.11816406
   248      -1.12449498       0.09375000      -0.28125000       0.07910156
   249      -1.15667028       0.09375000      -0.21875000       0.04785156
   250      -1.18957516       0.15625000      -0.31250000       0.09765625
   251      -1.14614757       0.06250000      -0.15625000       0.02441406
   252      -1.23218236       0.12500000      -0.59375000       0.35253906
   253      -1.12069446       0.09375000      -0.15625000       0.02441406
   254      -1.15979763       0.34375000      -0.31250000       0.09765625
   255      -1.28460970       0.18750000      -0.43750000       0.19140625
   256      -1.23201377       0.09375000      -0.09375000       0.00878906
   257      -0.89440468       0.03125000      -0.37500000       0.14062500
   258      -0.99118729       0.12500000      -0.40625000       0.16503906
   259      -1.09992390       0.06250000      -0.21875000       0.04785156
   260      -0.97467580       0.12500000      -0.46875000       0.21972656
   261      -1.01324726       0.15625000      -0.31250000       0.09765625
   262      -1.04894009       0.00000000      -0.34375000       0.11816406
   263      -0.68354474       0.21875000      -0.06250000       0.00390625
   264      -0.73815944       0.03125000       0.12500000       0.01562500
   265      -1.03929538       0.06250000      -0.12500000       0.01562500
   266      -1.03308223       0.03125000      -0.06250000       0.00390625
   267      -0.94204237       0.03125000      -0.06250000       0.00390625
   268      -0.70164395       0.12500000       0.12500000       0.01562500
   269      -0.90723751       0.09375000       0.09375000       0.00878906
   270      -1.22876825       0.09375000       0.06250000       0.00390625
   271      -1.14527617       0.06250000       0.00000000       0.00000000
   272      -1.29443155       0.06250000      -0.09375000       0.00878906
   273      -1.22825181       0.06250000      -0.18750000       0.03515625
   274      -1.11837886       0.06250000       0.06250000       0.00390625
   275      -1.29506004       0.25000000       0.12500000       0.01562500
   276      -1.09788472       0.03125000       0.25000000       0.06250000
   277      -1.12163845       0.09375000       0.06250000       0.00390625
   278      -1.22996286       0.00000000       0.37500000       0.14062500
   279      -1.17078117       0.12500000       0.46875000       0.21972656
   280      -1.37927616       0.06250000       0.31250000       0.09765625
   281      -1.38293714       0.25000000       0.09375000       0.00878906
   282      -1.44580271       0.18750000       0.06250000       0.00390625
   283      -0.97108026       0.15625000      -0.25000000       0.06250000
   284      -0.97434936       0.18750000      -0.18750000       0.03515625
   285      -1.28435381       0.18750000       0.03125000       0.00097656
   286      -1.17491755       0.09375000      -0.03125000       0.00097656
   287      -1.28098438       0.09375000      -0.18750000       0.03515625
   288      -1.35191945       0.00000000      -0.15625000       0.02441406
   289      -1.01789036       0.15625000       0.21875000       0.04785156
   290      -1.14918334       0.09375000       0.46875000       0.21972656
   291      -1.15376247       0.15625000       0.12500000       0.01562500
   292      -1.21151902       0.09375000       0.12500000       0.01562500
   293      -0.99672692       0.03125000      -0.21875000       0.04785156
   294      -1.08477267       0.18750000       0.03125000       0.00097656
   295      -1.09096328       0.06250000       0.06250000       0.00390625
   296      -1.05263568       0.06250000      -0.21875000       0.04785156
   297      -1.13863026       0.18750000      -0.09375000       0.00878906
   298      -0.91048985       0.06250000      -0.09375000       0.00878906
   299      -1.06440875       0.34375000      -0.34375000       0.11816406

# Summary Statistics
# beta = 0.500000
# <E>/N = -1.04562263
# Var(E)/N = 0.02394559
# <|m|> = 0.10291667
# <q> = -0.01343750
# <q^2> = 0.05241211
# Binder cumulant g = 0.11033216
# chi_SG = 3.35437500
# C_V = 0.38441080
# Acceptance ratio = 0.313047
# tau_int(E) = -0.2148
# tau_int(q) = 0.3802
