# Spin Glass MC Results T=0.70
# Columns: sweep  energy_density  magnetization_density  overlap  overlap_squared
    64      -1.49404143       0.15625000      -0.09375000       0.00878906
    65      -1.48624859       0.06250000      -0.21875000       0.04785156
    66      -1.49827608       0.03125000      -0.15625000       0.02441406
    67      -1.51224512       0.09375000      -0.06250000       0.00390625
    68      -1.48443869       0.03125000      -0.25000000       0.06250000
    69      -1.51009375       0.06250000      -0.12500000       0.01562500
    70      -1.51224512       0.09375000      -0.15625000       0.02441406
    71      -1.46557757       0.09375000      -0.43750000       0.19140625
    72      -1.50399187       0.09375000      -0.28125000       0.07910156
    73      -1.49625636       0.06250000      -0.21875000       0.04785156
    74      -1.45985927       0.09375000      -0.18750000       0.03515625
    75      -1.47795365       0.09375000      -0.12500000       0.01562500
    76      -1.48800311       0.06250000      -0.28125000       0.07910156
    77      -1.43731212       0.09375000      -0.12500000       0.01562500
    78      -1.49170446       0.03125000      -0.28125000       0.07910156
    79      -1.46732589       0.15625000      -0.34375000       0.11816406
    80      -1.42009648       0.06250000      -0.34375000       0.11816406
    81      -1.45781677       0.03125000      -0.43750000       0.19140625
    82      -1.44563238       0.03125000      -0.18750000       0.03515625
    83      -1.47609088       0.09375000      -0.25000000       0.06250000
    84      -1.47112831       0.00000000      -0.09375000       0.00878906
    85      -1.48602759       0.09375000      -0.06250000       0.00390625
    86      -1.48459801       0.18750000      -0.15625000       0.02441406
    87      -1.46710693       0.09375000       0.00000000       0.00000000
    88      -1.50693103       0.18750000      -0.09375000       0.00878906
    89      -1.37729312       0.12500000       0.03125000       0.00097656
    90      -1.48657597       0.21875000      -0.06250000       0.00390625
    91      -1.46283499       0.12500000      -0.09375000       0.00878906
    92      -1.43120985       0.18750000       0.06250000       0.00390625
    93      -1.45348066       0.12500000       0.03125000       0.00097656
    94      -1.44317332       0.06250000      -0.06250000       0.00390625
    95      -1.47176378       0.21875000       0.03125000       0.00097656
    96      -1.48179348       0.18750000       0.06250000       0.00390625
    97      -1.40475200       0.31250000       0.06250000       0.00390625
    98      -1.45997284       0.18750000      -0.12500000       0.01562500
    99      -1.48778262       0.18750000       0.00000000       0.00000000
   100      -1.42188118       0.25000000       0.03125000       0.00097656
   101      -1.36921405       0.15625000      -0.03125000       0.00097656
   102      -1.46625415       0.12500000      -0.06250000       0.00390625
   103      -1.40564700       0.12500000       0.09375000       0.00878906
   104      -1.47315620       0.12500000       0.03125000       0.00097656
   105      -1.44895138       0.18750000      -0.09375000       0.00878906
   106      -1.47715503       0.18750000       0.15625000       0.02441406
   107      -1.41710420       0.15625000       0.18750000       0.03515625
   108      -1.49101474       0.21875000       0.06250000       0.00390625
   109      -1.50921843       0.15625000      -0.06250000       0.00390625
   110      -1.51014594       0.15625000      -0.12500000       0.01562500
   111      -1.50477966       0.15625000      -0.06250000       0.00390625
   112      -1.47636129       0.09375000      -0.18750000       0.03515625
   113      -1.47255281       0.18750000      -0.06250000       0.00390625
   114      -1.50921843       0.15625000      -0.06250000       0.00390625
   115      -1.39710624       0.06250000       0.00000000       0.00000000
   116      -1.50921843       0.15625000      -0.12500000       0.01562500
   117      -1.49415717       0.12500000      -0.25000000       0.06250000
   118      -1.50477966       0.15625000      -0.21875000       0.04785156
   119      -1.45694433       0.12500000      -0.25000000       0.06250000
   120      -1.50477966       0.15625000      -0.25000000       0.06250000
   121      -1.49957284       0.09375000      -0.25000000       0.06250000
   122      -1.48717034       0.09375000      -0.03125000       0.00097656
   123      -1.41631226       0.09375000      -0.15625000       0.02441406
   124      -1.46258981       0.18750000      -0.03125000       0.00097656
   125      -1.44769031       0.18750000       0.00000000       0.00000000
   126      -1.39967839       0.18750000       0.12500000       0.01562500
   127      -1.44777185       0.15625000       0.00000000       0.00000000
   128      -1.43283216       0.18750000       0.03125000       0.00097656
   129      -1.45310888       0.21875000       0.12500000       0.01562500
   130      -1.43246268       0.15625000       0.09375000       0.00878906
   131      -1.48533573       0.18750000       0.09375000       0.00878906
   132      -1.48372879       0.15625000       0.12500000       0.01562500
   133      -1.48177702       0.09375000      -0.09375000       0.00878906
   134      -1.46552872       0.06250000       0.09375000       0.00878906
   135      -1.48753622       0.15625000       0.03125000       0.00097656
   136      -1.45696388       0.09375000       0.00000000       0.00000000
   137      -1.48753622       0.15625000       0.00000000       0.00000000
   138      -1.44860564       0.09375000       0.03125000       0.00097656
   139      -1.45516587       0.18750000       0.03125000       0.00097656
   140      -1.49997777       0.09375000       0.12500000       0.01562500
   141      -1.38303950       0.18750000       0.12500000       0.01562500
   142      -1.42754916       0.12500000       0.06250000       0.00390625
   143      -1.40944648       0.12500000      -0.06250000       0.00390625
   144      -1.47177948       0.12500000      -0.12500000       0.01562500
   145      -1.39419717       0.06250000      -0.09375000       0.00878906
   146      -1.46114029       0.03125000      -0.09375000       0.00878906
   147      -1.43759052       0.12500000      -0.18750000       0.03515625
   148      -1.45122848       0.03125000      -0.34375000       0.11816406
   149      -1.47054132       0.03125000      -0.37500000       0.14062500
   150      -1.47414333       0.03125000      -0.50000000       0.25000000
   151      -1.46883756       0.09375000      -0.59375000       0.35253906
   152      -1.44619890       0.06250000      -0.59375000       0.35253906
   153      -1.47764520       0.09375000      -0.56250000       0.31640625
   154      -1.45911830       0.00000000      -0.71875000       0.51660156
   155      -1.43645299       0.06250000      -0.62500000       0.39062500
   156      -1.44030367       0.00000000      -0.68750000       0.47265625
   157      -1.42435139       0.03125000      -0.56250000       0.31640625
   158      -1.46353752       0.03125000      -0.56250000       0.31640625
   159      -1.39142541       0.12500000      -0.53125000       0.28222656
   160      -1.35078893       0.06250000      -0.37500000       0.14062500
   161      -1.47654120       0.03125000      -0.46875000       0.21972656
   162      -1.45011374       0.09375000      -0.53125000       0.28222656
   163      -1.49713950       0.03125000      -0.50000000       0.25000000
   164      -1.42472978       0.00000000      -0.50000000       0.25000000
   165      -1.43842817       0.03125000      -0.34375000       0.11816406
   166      -1.46944495       0.03125000      -0.37500000       0.14062500
   167      -1.41803773       0.09375000      -0.40625000       0.16503906
   168      -1.49557014       0.06250000      -0.09375000       0.00878906
   169      -1.46357993       0.06250000      -0.15625000       0.02441406
   170      -1.48596021       0.03125000      -0.15625000       0.02441406
   171      -1.49557014       0.06250000      -0.21875000       0.04785156
   172      -1.49189006       0.12500000      -0.03125000       0.00097656
   173      -1.50193458       0.12500000      -0.09375000       0.00878906
   174      -1.46640524       0.06250000      -0.06250000       0.00390625
   175      -1.45770281       0.06250000       0.00000000       0.00000000
   176      -1.44678189       0.12500000      -0.15625000       0.02441406
   177      -1.45547468       0.12500000       0.09375000       0.00878906
   178      -1.47801652       0.12500000      -0.03125000       0.00097656
   179      -1.50193458       0.12500000      -0.06250000       0.00390625
   180      -1.46770155       0.09375000      -0.03125000       0.00097656
   181      -1.48578819       0.15625000      -0.09375000       0.00878906
   182      -1.50167202       0.03125000      -0.06250000       0.00390625
   183      -1.51009375       0.06250000      -0.06250000       0.00390625
   184      -1.47951922       0.12500000      -0.03125000       0.00097656
   185      -1.43405901       0.09375000      -0.03125000       0.00097656
   186      -1.48590967       0.09375000      -0.12500000       0.01562500
   187      -1.49741468       0.03125000       0.00000000       0.00000000
   188      -1.46082098       0.03125000       0.03125000       0.00097656
   189      -1.47528789       0.03125000      -0.06250000       0.00390625
   190      -1.49741468       0.03125000      -0.03125000       0.00097656
   191      -1.46617873       0.03125000      -0.21875000       0.04785156
   192      -1.49131280       0.06250000       0.00000000       0.00000000
   193      -1.41973468       0.06250000      -0.21875000       0.04785156
   194      -1.47532404       0.03125000      -0.03125000       0.00097656
   195      -1.49741468       0.03125000      -0.15625000       0.02441406
   196      -1.48138977       0.00000000      -0.12500000       0.01562500
   197      -1.47829332       0.03125000      -0.12500000       0.01562500
   198      -1.49741468       0.03125000      -0.06250000       0.00390625
   199      -1.49131280       0.06250000      -0.09375000       0.00878906
   200      -1.43416616       0.06250000       0.06250000       0.00390625
   201      -1.43955401       0.12500000      -0.09375000       0.00878906
   202      -1.49554413       0.15625000      -0.03125000       0.00097656
   203      -1.50599074       0.18750000       0.09375000       0.00878906
   204      -1.49799335       0.18750000       0.15625000       0.02441406
   205      -1.49417308       0.15625000       0.00000000       0.00000000
   206      -1.41385643       0.15625000       0.06250000       0.00390625
   207      -1.50399187       0.09375000      -0.34375000       0.11816406
   208      -1.51224512       0.09375000      -0.21875000       0.04785156
   209      -1.48248261       0.03125000      -0.28125000       0.07910156
   210      -1.49248444       0.00000000      -0.15625000       0.02441406
   211      -1.51009375       0.06250000      -0.15625000       0.02441406
   212      -1.50042745       0.06250000      -0.09375000       0.00878906
   213      -1.49235046       0.03125000      -0.12500000       0.01562500
   214      -1.36724480       0.18750000       0.00000000       0.00000000
   215      -1.50799457       0.12500000      -0.12500000       0.01562500
   216      -1.51014594       0.15625000      -0.15625000       0.02441406
   217      -1.48036916       0.09375000      -0.09375000       0.00878906
   218      -1.48638256       0.03125000      -0.18750000       0.03515625
   219      -1.50167202       0.03125000      -0.15625000       0.02441406
   220      -1.51009375       0.06250000      -0.06250000       0.00390625
   221      -1.51224512       0.09375000      -0.12500000       0.01562500
   222      -1.51009375       0.06250000      -0.12500000       0.01562500
   223      -1.51224512       0.09375000      -0.12500000       0.01562500
   224      -1.47885913       0.06250000      -0.21875000       0.04785156
   225      -1.42202571       0.18750000      -0.03125000       0.00097656
   226      -1.46999786       0.18750000       0.06250000       0.00390625
   227      -1.44578387       0.12500000      -0.03125000       0.00097656
   228      -1.48497386       0.15625000       0.03125000       0.00097656
   229      -1.49960029       0.21875000       0.12500000       0.01562500
   230      -1.49619590       0.09375000       0.00000000       0.00000000
   231      -1.45514439       0.09375000      -0.31250000       0.09765625
   232      -1.49170446       0.03125000      -0.34375000       0.11816406
   233      -1.48226289       0.09375000      -0.15625000       0.02441406
   234      -1.49045570       0.06250000      -0.40625000       0.16503906
   235      -1.50167202       0.03125000      -0.09375000       0.00878906
   236      -1.46863927       0.00000000      -0.25000000       0.06250000
   237      -1.49625636       0.06250000      -0.06250000       0.00390625
   238      -1.49235046       0.03125000      -0.18750000       0.03515625
   239      -1.49625636       0.06250000      -0.21875000       0.04785156
   240      -1.44116934       0.06250000      -0.31250000       0.09765625
   241      -1.51224512       0.09375000      -0.21875000       0.04785156
   242      -1.50399187       0.09375000      -0.21875000       0.04785156
   243      -1.45908889       0.06250000      -0.28125000       0.07910156
   244      -1.42687078       0.12500000      -0.09375000       0.00878906
   245      -1.49557014       0.06250000      -0.28125000       0.07910156
   246      -1.49741468       0.03125000      -0.18750000       0.03515625
   247      -1.47532404       0.03125000      -0.21875000       0.04785156
   248      -1.47822291       0.09375000      -0.18750000       0.03515625
   249      -1.45095152       0.12500000      -0.25000000       0.06250000
   250      -1.46404748       0.06250000      -0.31250000       0.09765625
   251      -1.48624859       0.06250000      -0.21875000       0.04785156
   252      -1.48761995       0.09375000      -0.09375000       0.00878906
   253      -1.46758007       0.15625000      -0.09375000       0.00878906
   254      -1.47163119       0.06250000      -0.18750000       0.03515625
   255      -1.49011692       0.09375000      -0.09375000       0.00878906
   256      -1.48765098       0.18750000      -0.03125000       0.00097656
   257      -1.46492894       0.06250000       0.00000000       0.00000000
   258      -1.49554413       0.15625000       0.09375000       0.00878906
   259      -1.48590967       0.09375000      -0.09375000       0.00878906
   260      -1.40711592       0.03125000       0.12500000       0.01562500
   261      -1.49131280       0.06250000      -0.09375000       0.00878906
   262      -1.41160522       0.03125000      -0.06250000       0.00390625
   263      -1.47708578       0.03125000      -0.12500000       0.01562500
   264      -1.45225995       0.09375000      -0.12500000       0.01562500
   265      -1.43897470       0.03125000      -0.09375000       0.00878906
   266      -1.45996467       0.03125000      -0.09375000       0.00878906
   267      -1.48044562       0.00000000      -0.12500000       0.01562500
   268      -1.48574929       0.06250000      -0.18750000       0.03515625
   269      -1.49213974       0.03125000      -0.18750000       0.03515625
   270      -1.41705303       0.06250000      -0.40625000       0.16503906
   271      -1.45922696       0.09375000      -0.53125000       0.28222656
   272      -1.40128451       0.06250000      -0.43750000       0.19140625
   273      -1.45216841       0.12500000      -0.34375000       0.11816406
   274      -1.42590559       0.00000000      -0.31250000       0.09765625
   275      -1.37062976       0.06250000      -0.15625000       0.02441406
   276      -1.45053001       0.00000000      -0.34375000       0.11816406
   277      -1.45059495       0.12500000      -0.31250000       0.09765625
   278      -1.45826865       0.09375000      -0.37500000       0.14062500
   279      -1.44446537       0.12500000      -0.53125000       0.28222656
   280      -1.41880848       0.03125000      -0.40625000       0.16503906
   281      -1.50438989       0.03125000      -0.34375000       0.11816406
   282      -1.38576136       0.06250000      -0.25000000       0.06250000
   283      -1.48410779       0.09375000      -0.34375000       0.11816406
   284      -1.47733964       0.06250000      -0.21875000       0.04785156
   285      -1.49132346       0.09375000      -0.37500000       0.14062500
   286      -1.42851320       0.06250000      -0.37500000       0.14062500
   287      -1.50438989       0.03125000      -0.25000000       0.06250000
   288      -1.48191609       0.00000000      -0.21875000       0.04785156
   289      -1.49045570       0.06250000      -0.25000000       0.06250000
   290      -1.41357410       0.03125000      -0.25000000       0.06250000
   291      -1.45798046       0.03125000      -0.25000000       0.06250000
   292      -1.44543399       0.03125000      -0.25000000       0.06250000
   293      -1.45386124       0.09375000      -0.46875000       0.21972656
   294      -1.45097293       0.06250000      -0.34375000       0.11816406
   295      -1.46166458       0.09375000      -0.25000000       0.06250000
   296      -1.45848955       0.03125000      -0.28125000       0.07910156
   297      -1.48226289       0.09375000      -0.28125000       0.07910156
   298      -1.46985740       0.06250000      -0.34375000       0.11816406
   299      -1.47889395       0.06250000      -0.31250000       0.09765625

# Summary Statistics
# beta = 1.428571
# <E>/N = -1.46819348
# Var(E)/N = 0.00106559
# <|m|> = 0.09281250
# <q> = -0.16541667
# <q^2> = 0.05426432
# Binder cumulant g = -0.06822709
# chi_SG = 3.47291667
# C_V = 0.13964495
# Acceptance ratio = 0.078099
# tau_int(E) = 0.2487
# tau_int(q) = -0.8472
